name,industry,type,founded,num_employees,revenue,operating_income,net_income,stock price,student_careers_url,pagerank
GCI Communication Corp,Telecommunications,Public,-1,2200,-1,-1,-1,14.05,https://www.liberty.edu/career-services/,-1.0
ICV Stryker,,Armored personnel carrier,-1,-1,-1,-1,-1,-1.00,https://careers.stryker.com/en-US/page/students-and-recent-graduates,-1.0
"NVR, Inc.",Home construction,Public,-1,5600,7164000000,-1,797000000,4261.90,http://www.nvrcareers.com/,-1.0
"DuPont de Nemours, Inc.","Chemical industry,Chemicals",Public,2017,98000,21570000000,5400000000,3840000000,60.19,https://careers.dupont.com/,6.19
"Crown Holdings, Inc.",Packaging,Public,-1,24342,-1,-1,-1,95.37,https://www.crowncork.com/careers/europe-middle-east-africa/graduates-interns-apprentices-and-vie-s,-1.0
"Take-Two Interactive Software, Inc.","Video game industry,Video games",Public,-1,0,3099394000,206672000,333837000,168.68,https://careers.take2games.com/,5.98
"AutoZone, Inc.","Retailing,Retail",Public,-1,87000,10890000000,2080000000,1280000000,1149.51,https://careers.autozone.com/,-1.0
"International Flavors & Fragrances, Inc. (IFF)","Specialty chemicals,Research and development",Public,1889,13600,-1,-1,-1,107.55,https://careers.iff.com/,5.61
Atmos Energy Corporation,Energy,Public,-1,4628,3886000000,501880000,243190000,95.02,https://www.atmosenergy.com/safety/current-job-openings,5.29
"Altice USA, Inc.","Telecommunication,s,Mass media",Public,2016,-1,-1,-1,-1,110.34,https://www.alticeusacareers.com/,5.78
"Activision Blizzard, Inc.","Video game industry,Video games",Public,2008,9200,6489000000,1607000000,1503000000,80.14,https://careers.activision.com/students,5.59
Twilio Inc.,Communications,,-1,4500,1130000000,-1,-1,-1.00,https://www.twilio.com/company/jobs,-1.0
Huntington Bancshares Incorporated,Bank,Public,-1,15693,4350000000,-1,1186000000,10.57,https://www.huntington.com/careers/internships,-1.0
Deere & Company,Heavy equipment,Public,-1,74412,37357000000,4053000000,2159000000,246.02,https://www.deere.com/en/our-company/john-deere-careers/jobs-for-students/,-1.0
DaVita Inc.,Healthcare,Public,1979,65000,11388000000,-1,810000000,98.15,https://careers.davita.com/studentinternshipprogrampct,-1.0
"Corteva, Inc.",Agricultural chemicals,Public,2019,21000,-1,-1,-1,33.94,https://careers.corteva.com/en-us/,5.71
Edison International,Public Utility,Public,-1,12521,12600000000,-1,849000000,59.38,https://www.edisoncareers.com/,-1.0
Broadcom Inc.,"Semiconductor,s,Computer software",Public,-1,19000,22610000000,3440000000,2740000000,380.87,https://www.broadcom.com/company/careers,5.99
"Avnet, Inc.",Electronics,Public,-1,15500,19500000000,365900000,176300000,26.63,https://www.avnet.com/wps/portal/emea/about-us/careers/joining-the-team/students/,-1.0
Avery Dennison Corporation,Packaging,Public,-1,30000,7500000000,400000000,300000000,147.04,https://www.averydennison.com/en/home/about-us/careers.html,-1.0
CVS Health Corporation,"Retail,health care",Public,1996,300000,256579999999,12000000000,6630000000,61.41,https://jobs.cvshealth.com/,6.04
"American Water Works Company, Inc.",Utilities,Public,-1,7100,3300000000,1000000000,468000000,158.21,https://amwater.com/corp/careers,-1.0
Discover Financial Services,Financial services,Public,-1,15549,10497000000,3600000000,2393000000,68.50,https://jobs.discover.com/,6.28
Marathon Petroleum Corporation,Oil and gas,Public,2009,43800,96504000000,3969000000,3432000000,31.83,https://www.marathonpetroleum.com/Jobs/,5.7
Quest Diagnostics Incorporated,Health care,Public,-1,47000,7730000000,1310000000,838000000,128.05,https://careers.questdiagnostics.com/,-1.0
Baxter International Inc.,Medical equipment,Public,-1,48000,-1,-1,-1,77.76,https://www.baxter.com/careers,5.82
"Yum! Brands, Inc.",Restaurant,Public,-1,34000,5597000000,1930000000,1294000000,100.70,https://www.yum.com/careers/,-1.0
"NetApp, Inc.","Cloud Computing,Data storage device,Storage Device",Public,-1,10500,6150000000,1520000000,2340000000,46.71,https://www.netapp.com/us/careers/university.aspx,-1.0
The Boeing Company,"Aerospace manufacturer,Aerospace,Arms industry,Defense",Public,-1,161133,76560000000,1975000000,636000000,157.09,https://jobs.boeing.com/,-1.0
"BlackRock, Inc.",Investment management,Public,1988,0,14539000000,5551000000,4484000000,668.19,https://careers.blackrock.com/early-careers,-1.0
Booz Allen Hamilton Holding Corporation,"Management consulting,Information technology consulting",Public,-1,27173,6700000000,-1,419000000,86.30,https://careers.boozallen.com/,-1.0
First Horizon National Corporation,Financial services,Public,-1,5577,-1,-1,538000000,11.01,https://careers.firsthorizon.com/en-US/page/campus-and-early-career-programs,5.37
"Tesla, Inc.","Automotive industry,Automotive,Energy storage,Energy production",Public,2003,48016,24578000000,69000000,862000000,438.09,https://www.tesla.com/careers,6.68
Murphy Oil Corporation,Petroleum industry,Public,1944,822,2817000000,-1,1149000000,7.28,http://www.murphyoilcorp.com/Careers/,5.43
"Uber Technologies, Inc.",Transportation,Public,2009,26900,14147000000,8596000000,8506000000,41.96,https://www.uber.com/us/en/careers/,6.94
JPMorgan Chase & Co.,"Bank,ing,Financial services",Public,2000,0,115627000000,44545000000,36431000000,104.35,https://careers.jpmorgan.com/us/en/students/programs,-1.0
"MetLife, Inc.",Financial services,Public,-1,48000,67941000000,6307000000,5123000000,41.13,https://jobs.metlife.com/,-1.0
"United Airlines Holdings, Inc.",Aviation,Public,1968,93000,43259000000,4547000000,3009000000,35.35,https://www.united.com/ual/en/us/fly/company/career/student-opportunities.html,6.65
"Best Buy Co., Inc.",Retail,Public,1966,125000,42880000000,1900000000,1460000000,123.06,https://www.bestbuy-jobs.com/,6.74
Qualcomm Incorporated,"Telecommunications equipment,Semiconductor",Public,-1,37000,24270000000,7670000000,4390000000,145.41,https://www.qualcomm.com/company/careers,6.45
BioMarin Pharmaceutical Inc.,Biotechnology,Public,-1,0,1310000000,14700000,117040000,75.05,https://careers.biomarin.com/,-1.0
Wells Fargo & Company,"Bank,Financial services,Insurance",Public,-1,0,85063000000,24198000000,19549000000,22.33,https://www.wellsfargojobs.com/university-programs,6.45
"Becton, Dickinson and Company","Medical equipment,Consulting",Public,-1,70093,17290000000,1760000000,1233000000,234.65,https://www.bd.com/en-us/company/careers/university-relations-and-recruitment/undergraduate-programs,5.82
Tractor Supply Company,Retail,Public,-1,32000,8352000000,743200000,562400000,138.98,https://www.tractorsupply.jobs/,-1.0
Franklin Resources Inc.,Financial services,Public,-1,0,5700000000,1500000000,1100000000,20.13,https://www.franklintempletoncareers.com/,-1.0
Roku,,Digital media player,-1,-1,-1,-1,-1,-1.00,https://www.roku.com/jobs,6.29
"United Parcel Service, Inc.",Courier,Public,1907,481000,71861000000,7024000000,4791000000,163.56,https://www.jobs-ups.com/,6.99
"Berry Global, Inc",,Public,-1,48000,-1,581000000,-1,50.04,https://www.berryglobal.com/careers/internship,-1.0
Brown–Forman Corporation,Alcoholic drink,Public,-1,4570,3080000000,1530000000,1060000000,-1.00,https://brown-forman.jobs/jobs/,5.66
The Bank of New York Mellon Corporation,"Bank,ing,Financial services",Public,2007,0,20820000000,5580000000,4250000000,35.60,https://www.bnymellon.com/us/en/careers/index.jsp,-1.0
BOK Financial Corporation,Banking,Public,-1,4930,-1,-1,-1,61.31,https://jobs.bokf.com/,-1.0
The Kroger Company,Retail,Public,-1,453000,121160000000,2670000000,3110000000,32.72,https://jobs.kroger.com/key/for-student-jobs.html,-1.0
"Lumen Technologies, Inc.",Telecommunication,Public,-1,0,23443000000,570000000,-1,57.34,https://jobs.centurylink.com/content/college-careers/?q=&sortColumn=referencedate&sortDirection=asc,-1.0
First Republic Bank,"Banking,Financial services,Investment,Investment services",Public,-1,-1,-1,-1,-1,127.72,https://www.firstrepublic.com/about-us/careers,-1.0
"Copart, Inc.",Automotive,Public,-1,5323,1450000000,461000000,394000000,123.95,https://www.copart.com/content/us/en/careers,5.63
US Foods,Food industry,Public,-1,25000,24147000000,574000000,444000000,23.28,https://www.usfoods.com/careers.html,-1.0
"Brighthouse Financial, Inc.",Insurance,Public,-1,-1,-1,-1,-1,33.21,https://www.brighthousefinancial.com/about-us/careers/,4.81
Berkshire Hathaway Inc.,"Conglomerate,Conglomerate",Public,1839,0,254620000000,103750000000,81420000000,-1.00,https://bhhc.com/careers.aspx,-1.0
MGM Resorts International,,Public,1986,74500,12899000000,-1,-1,21.84,https://careers.mgmresorts.com/global/en/students,5.88
Nasdaq,,Stock exchange,-1,-1,-1,-1,-1,-1.00,https://www.nasdaq.com/about/careers,-1.0
Pfizer Inc.,Pharmaceutical,Public,1849,0,51750000000,16300000000,16270000000,36.39,https://www.pfizer.com/careers/en/early-careers,6.29
"BJ's Wholesale Club Holdings, Inc.","Retailing,Warehouse club",Public,-1,25500,12000000000,-1,-1,42.78,https://careers.bjs.com/,-1.0
Baker Hughes Company,Hydrocarbon exploration,Public,-1,60000,22877000000,1949000000,195000000,15.73,https://careers.bakerhughes.com/global/en,5.56
International Paper Company,"Pulp and paper industry,Pulp and paper",Public,-1,56000,21743000000,1844000000,2144000000,46.89,http://www.internationalpaper.com/careers/students-universities,-1.0
"Steel Dynamics, Inc.",Metals,Public,-1,8385,10464000000,-1,677000000,32.25,http://www.steeldynamics.com/Company/Careers-Internships/Internships.aspx,-1.0
Comerica Incorporated,Financial services,Public,-1,8051,3817000000,-1,1198000000,46.47,https://careers.comerica.com/,-1.0
"Principal Financial Group, Inc.",Insurance Financial Services,Public,-1,17600,-1,-1,-1,43.01,https://www.principal.com/about-us/careers,5.64
Bristol Myers Squibb,Pharmaceuticals,Public,-1,0,26150000000,18060000000,3460000000,63.75,https://careers.bms.com/,-1.0
World Fuel Services Corporation,Energy,Public,-1,5000,39750000000,259700000,127700000,21.83,https://www.wfscorp.com/en/Careers,-1.0
UNFI,Food Wholesale / Distribution,Public,-1,19000,20000000000,241960000,-1,-1.00,https://www.unfi.com/careers-home,-1.0
Boston Scientific Corporation,Medical device,Public,-1,36000,10740000000,1510000000,4700000000,35.21,https://www.bostonscientific.com/en-US/careers/students.html,5.9
The Hertz Corporation,"Car rental,Lease,leasing",Subsidiary,-1,38000,9779000000,759000000,58000000,-1.00,https://hertz.jobs/,6.21
"Simon Property Group, Inc.",Real estate,Public,1993,4150,5440000000,2720000000,2130000000,63.47,https://careers.simon.com/,6.08
"Broadridge Financial Solutions, Inc.",Financial technology,Public,-1,10000,4099999999,-1,327000000,144.68,https://careers.smartrecruiters.com/broadridge,5.72
"Tyson Foods, Inc.",Food processing,Public,-1,141000,42405000000,2827000000,2035000000,110.34,https://www.tysonfoods.com/careers,-1.0
"Brown & Brown, Inc.",Property & casualty insurance,Public,-1,0,2392000000,462460000,398500000,45.50,https://www.brown.edu/about/administration/human-resources/student-employment,-1.0
Exelon Corporation,"Energy industry,Energy",Public,-1,33,35900000000,4260000000,3770000000,43.07,https://jobs.exeloncorp.com/,-1.0
"ONEOK, Inc.",Natural gas utility,Public,-1,2684,12600000000,-1,305450000,28.54,https://www.oneok.com/careers/hiring-process/internships,-1.0
Danaher Corporation,"Conglomerate,Conglomerate",Public,-1,0,17910000000,3270000000,2490000000,240.34,https://jobs.danaher.com/global/en/,5.33
"Burlington Stores, Inc.",Retail,Public,-1,40000,6110000000,481750000,-1,204.82,https://burlingtonstores.jobs/students-graduates/,-1.0
Entergy Corp.,Energy industry,Public,-1,13504,11400000000,-1,-1,106.82,https://jobs.entergy.com/,-1.0
BorgWarner Inc.,Automotive industry,Public,-1,29000,8305000000,855200000,651000000,37.02,https://www.borgwarner.com/careers,-1.0
Citigroup Inc.,"Financial services,Banking",Public,-1,204000,74286000000,23901000000,19471000000,43.07,https://careers.citigroup.com/Careers/index/,6.11
"Cadence Design Systems, Inc.",Computer Software,Public,-1,8100,2336000000,-1,989000000,124.07,https://www.cadence.com/en_US/home/company/careers/interns-and-new-grads.html,5.85
"Cardinal Health, Inc.",Pharmaceuticals,Public,-1,50000,152920000000,1770000000,3696000000,53.06,https://www.cardinalhealth.com/en/careers.html,-1.0
Nvidia Corporation,"Semiconductors,Artificial intelligence,Video games,Consumer electronics,Computer hardware",Public,-1,18100,11716000000,3804000000,4141000000,566.40,https://www.nvidia.com/en-us/about-nvidia/careers/,-1.0
"Avis Budget Group, Inc.","Car rental,Rental,Vehicle leasing,leasing services",Public,-1,30000,9172000000,788000000,302000000,32.31,https://www.avisbudgetgroup.jobs/,-1.0
"Community Health Systems, Inc.",Health care,Public,-1,0,18438000000,860000000,1710000000,8.75,https://www.chs.net/careers/,-1.0
General Electric Company,"Conglomerate,Conglomerate",Public,1892,205000,95214000000,1271000000,5439000000,7.99,https://www.ge.com/ca/campuscareers,6.48
General Motors Company,"Automotive industry,Automotive",Public,-1,164000,137237000000,5481000000,6732000000,37.14,https://search-careers.gm.com/student-grad,-1.0
Cincinnati Financial Corporation,Insurance,Public,-1,4925,4900000000,440000000,525000000,74.55,https://www.cinfin.com/careers/student-opportunities,-1.0
"The PNC Financial Services Group, Inc.","Banking,Financial services",Public,-1,52906,16329000000,-1,5338000000,117.17,https://careers.pnc.com/global/en/students,6.24
"CBRE Group, Inc.",Real estate,Public,-1,100000,21340000000,1088000000,1063000000,110.34,https://www.cbre.us/about/careers/students-graduates,5.93
Sysco Corporation,Wholesale,Public,1969,69000,55371000000,2053000000,1143000000,60.83,https://careers.sysco.com/,5.66
Coca-Cola,,Cola,-1,-1,-1,-1,-1,-1.00,https://www.coca-colacompany.com/careers,6.09
Crown Castle International Corp.,Wireless communication services,Public,1994,4500,4355600000,1044000000,444600000,162.92,https://www.crowncastle.com/careers/,5.45
Cabot Oil & Gas Corporation,Natural gas,Public,-1,274,2066100000,956000000,681000000,16.45,https://www.cabotog.com/about-cabot/careers/,-1.0
"Fiserv, Inc.",,Public,-1,44000,10187000000,1609000000,914000000,102.16,https://www.careers.fiserv.com/search-jobs,5.96
CDW Corporation,"Business-to-business,products and services",Public,-1,9019,16240500000,987300000,-1,138.18,https://www.cdwjobs.com/,6.04
"DexCom, Inc.",,Public,-1,0,1032000000,-1,-1,355.11,https://careers.dexcom.com/careers,5.92
Celanese Corporation,Chemicals and advanced materials,Public,-1,7714,6297000000,-1,-1,119.67,https://www.celanese.com/careers.aspx,-1.0
Southwest Airlines,,,1967,57931,21965000000,3206000000,2465000000,-1.00,https://careers.southwestair.com/,6.48
The Western Union Company,Financial services,Public,-1,12000,5600000000,1100000000,851900000,20.88,https://corporate.westernunion.com/careers/index.html,-1.0
Monster Beverage Corporation,,Public,-1,1991,3369000000,1199000000,821000000,83.68,https://www.monsterenergy.com/careers,-1.0
United States Steel Corporation,Steel,Public,-1,29800,12250000000,608000000,387000000,9.67,https://www.ussteel.com/posts/student-employment,-1.0
FedEx Corporation,"Express mail,Courier",Public,-1,400000,69693000000,4466000000,540000000,279.07,https://careers.fedex.com/fedex/,-1.0
"Citizens Financial Group, Inc.",Banking,Public,-1,18100,6128000000,-1,1721000000,28.91,https://jobs.citizensbank.com/,-1.0
"Cullen/Frost Bankers, Inc.",Bank,Public,1868,4270,-1,-1,356000000,72.09,https://www.frostbank.com/careers,5.61
"Church & Dwight Co., Inc.",Dental Medical,Public,-1,4700,3400000000,-1,-1,90.03,https://careers.churchdwight.com/students/,-1.0
Chesapeake Energy Corporation,Petroleum industry,Public,-1,2300,8595000000,-1,-1,-1.00,http://www.chk.com/careers/university-relations,5.75
Cummins Inc.,"Heavy equipment,Heavy equipment,Automotive industry,Automotive",Public,-1,0,23770000000,2750000000,2190000000,229.57,https://careers.cummins.com/us-canada/student-jobs,-1.0
"Charter Communications, Inc.","Telecommunication,s,Mass media",Public,-1,98000,43634000000,5221000000,1230000000,647.36,https://jobs.spectrum.com/,5.81
Cintas Corporation,"Tertiary sector of the economy,Service",Public,1929,45000,4905000000,781750000,693520000,339.07,https://careers.cintas.com/go/Campus-Recruiting/391294/,5.42
"Chewy, Inc.",E-commerce,Public,-1,12000,4850000000,-1,252370000,110.34,https://www.chewy.com/jobs,6.17
Kansas City Southern,,,-1,-1,-1,-1,-1,-1.00,https://kcsouthernenglish.silkroad.com/,5.54
CIT Group Inc.,"Bank,ing,Financial services",Public,-1,3609,2290000000,-1,529000000,32.05,https://www.cit.com/about/careers/,-1.0
Colgate-Palmolive Company,"Fast-moving consumer goods,Consumer goods",Public,-1,34500,15500000000,3589000000,2024000000,83.01,https://jobs.colgate.com/,5.61
"IDEXX Laboratories, Inc.","Healthcare,Diagnostic Substances",Public,-1,7000,-1,-1,-1,467.97,https://careers.idexx.com/us/en,-1.0
"Ross Stores, Inc.",Retail,Public,-1,88100,11940000000,1610000000,1020000000,94.94,https://jobs.rossstores.com/creative/campus,-1.0
"Continental Resources, Inc.",Petroleum,Public,-1,1260,4631000000,-1,775000000,13.30,https://clr.com/careers/,-1.0
Newmont Corporation,"Metal,s and,Mining",Public,1921,16600,9740000000,-1,-1,67.85,https://jobs.newmont.com/content/StudentPrograms/?locale=en_US,5.58
Moody's Investors Service,Bond credit ratings,Subsidiary,-1,11896,-1,-1,-1,-1.00,https://www.moody.edu/student-services/student-employment/,-1.0
"Chipotle Mexican Grill, Inc.",Fast Casual,Public,-1,64570,5586000000,443958000,350158000,1310.32,https://jobs.chipotle.com/,-1.0
CMS Energy,Energy,Public,-1,8253,-1,-1,-1,64.44,https://www.consumersenergy.com/company/careers/campus-hiring,-1.0
CNO Financial Group Inc.,Financial services,Public,-1,3300,3800000000,367700000,270700000,19.34,https://jobs.jobvite.com/cnoinc/job/orhsdfw7,4.96
"CenterPoint Energy, Inc.",Utilities,Public,1882,7977,9614000000,1072000000,1792000000,22.67,https://www.centerpointenergy.com/en-us/corp/pages/career-center-college.aspx,5.65
Ecolab Inc.,"Chemicals,Service,Service,Water Management,Food Safety,Infection Prevention",Public,-1,50000,14900000000,2000000000,1558000000,196.42,https://jobs.ecolab.com/,5.64
"The Cooper Companies, Inc.","Medical device,Medical Devices",Public,-1,12000,-1,-1,-1,332.00,https://www.coopercos.com/careers/,5.01
ConocoPhillips,Petroleum industry,Public,-1,10400,36670000000,-1,7189000000,30.12,https://careers.conocophillips.com/university-recruitment,5.75
Costco Wholesale Corporation,Retail,Public,-1,0,152700000000,4740000000,3660000000,385.23,https://www.costco.com/jobs.html,-1.0
Coty Inc.,Beauty,Public,1904,20000,9400000000,-1,-1,3.34,https://www.coty.com/join-us,-1.0
Macy's,Retail,Subsidiary,1858,-1,24970000000,-1,-1,-1.00,https://macyscollege.com/,6.32
Campbell Soup Company,Food processing,Public,-1,18000,7719000000,1279000000,802000000,48.06,https://careers.campbellsoupcompany.com/us/en,-1.0
"Cheniere Energy, Inc.","Energy,Natural Gas",Public,-1,-1,-1,-1,-1,49.50,https://www.cheniere.com/careers,-1.0
Tiffany & Co.,Retail,Public,-1,14200,4440000000,790300000,586400000,131.16,https://www.tiffanycareers.com/,5.99
Dish Network Corporation,"Satellite television,wireless",Public,1996,16000,12807000000,1879000000,1400000000,27.39,https://careers.dish.com/students/,5.95
Dollar General Corporation,Discount retailer,Public,1955,143000,27800000000,2302000000,1712000000,218.01,https://careers.dollargeneral.com/,5.87
"CoStar Group, Inc.","Technology,Commercial property",Public,-1,3705,1200000000,-1,238000000,903.60,http://www.costargroup.com/careers,5.44
The Charles Schwab Corporation,Financial services,Public,-1,19500,10132000000,4562000000,3329000000,41.45,https://www.aboutschwab.com/careers,-1.0
Cognizant Technology Solutions Corporation,"IT service management,IT services,Information technology consulting,IT consulting",Public,-1,281500,16800000000,2450000000,1840000000,74.24,https://careers.cognizant.com/studentandinterns/global/en,-1.0
Dover,,,-1,-1,-1,-1,-1,-1.00,https://www.dovercorporation.com/about-us/careers/career-opportunities-for-students-recent-graduates,-1.0
Chevron Corporation,"Oil and gas industry,Oil and gas",Public,-1,44679,146500000000,5540000000,2920000000,72.14,https://careers.chevron.com/students-and-graduates,-1.0
Pinnacle West Capital Corporation,"Electric utility,Electric utilities",Public,-1,6292,3565000000,934000000,508000000,84.48,https://careers.pinnaclewest.com/psc/erprd/CUSTOMER/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?&FOCUS=Applicant&SiteId=1://,-1.0
Humana Inc.,Managed health care,Public,-1,46000,64888000000,3192000000,2707000000,440.79,https://www.humana.com/careers/what-we-do/college-programs,6.14
"Dominion Energy, Inc.",Electric utility,Public,-1,21000,12835000000,2858000000,302000000,83.14,https://careers.dominionenergy.com/,5.75
Howmet Aerospace Inc.,Aerospace,Public,1888,41700,-1,-1,-1,18.84,https://www.howmet.com/JoinUs/,4.54
"Dollar Tree, Inc.","Retail,Variety store,variety,Discount store,discount",Public,1986,193100,22246000000,1999000000,1714000000,95.10,https://www.dollartree.com/careers,5.99
Pioneer Natural Resources Company,Petroleum industry,Public,-1,2323,9304000000,-1,756000000,79.58,https://www.pxd.com/careers,-1.0
Walt Disney,,,-1,-1,-1,-1,-1,-1.00,https://jobs.disneycareers.com/,-1.0
"XPO Logistics, Inc.",,Public,-1,0,16649999999,821000000,440000000,98.57,https://www.xpo.com/work-with-us/,-1.0
"Digital Realty Trust, Inc.",Real estate investment trust,Public,-1,1550,3209000000,-1,579000000,147.51,https://www.digitalrealty.com/about/careers,-1.0
Western Digital Corporation,"Computer data storage,Computer storage",Public,1970,61800,16570000000,87000000,754000000,39.15,https://jobs.westerndigital.com/,5.66
"Domino's Pizza, Inc.","Food delivery,Franchising,Restaurants",Public,1961,0,3618000000,629400000,400700000,396.22,https://jobs.dominos.com/,-1.0
"Darden Restaurants, Inc.",Restaurant,Public,-1,185,7999000000,638000000,475500000,101.52,https://www.darden.com/careers,-1.0
DTE Energy Co.,Electric and gas utilities,Public,-1,10700,12669000000,-1,1690000000,25.72,https://careers.dteenergy.com/content/Students-and-Graduates/?locale=en_US,-1.0
PVH Corp.,Clothing,Public,-1,19600,9700000000,-1,536000000,62.44,https://careers.pvh.com/,-1.0
Electronic Arts Inc.,"Video game industry,Video games",Public,1982,9300,5150000000,1430000000,1040000000,128.33,https://www.ea.com/careers,6.65
Fortive Corporation,"Conglomerate,Conglomerate",Public,2016,26000,7300000000,-1,738900000,67.95,https://careers.fortive.com/,5.19
"Moderna, Inc.",Biotechnology,Public,2010,820,-1,-1,-1,71.48,https://www.modernatx.com/careers-moderna,5.77
eBay Inc.,E-commerce,Public,1995,13300,10800000000,2321000000,1792000000,49.41,https://careers.ebayinc.com/students-recent-grads/,-1.0
"Consolidated Edison, Inc.",Energy,Public,-1,15591,12033000000,2610000000,1526000000,79.73,https://www.coned.com/en/about-us/careers,6.03
Equifax Inc.,"Credit risk,assessment",Public,-1,11200,3508000000,335000000,398800000,151.65,https://careers.equifax.com/global/en,-1.0
Vici Properties,Real estate investment trust,Public,-1,140,898000000,-1,532000000,24.13,https://viciproperties.com/careers/,-1.0
Welltower Inc.,Real estate investment trust,Public,-1,392,3775000000,-1,1066000000,56.85,https://welltower.com/newsroom/careers/,5.09
Phillips 66 Company,"Oil and gas industry,Oil and gas",Public,-1,14600,102354000000,1838000000,5106000000,48.19,https://p66oncampus.jobs/,5.81
"Paycom Software, Inc.","Software,SaaS,Human Capital Management",Public,-1,3765,737700000,-1,-1,373.26,https://paycomcareers.com/,5.69
Eastman Chemical Company,Manufacturing,Public,-1,14500,9300000000,1504000000,759000000,86.42,https://www.eastman.com/Company/University_Relations/Pages/Internships-Coops-Opportunity.aspx,-1.0
Emerson Electric Co.,Electrical equipment,Public,-1,88000,18370000000,2500000000,2370000000,70.47,https://www.emerson.com/en-us/careers/students-and-graduate-programs,5.96
Eli Lilly,,,-1,-1,-1,-1,-1,-1.00,https://careers.lilly.com/student-opportunities,-1.0
"Healthpeak Properties, Inc.",Real estate investment trust,Public,-1,204,1997000000,-1,43000000,28.66,https://www.healthpeak.com/careers/,4.78
Equitable,"Insurance,Life insurance,Life,Annuity,Annuities,Reinsurance",Public,-1,4100,9600000000,-1,-1,22.98,https://equitable.com/about-us/careers,-1.0
"Equinix, Inc.",Internet,Public,-1,8378,5500000000,-1,-1,781.05,https://www.equinix.com/company/careers/,-1.0
Eversource Energy,"public utility,Utility",Public,-1,8084,-1,-1,-1,92.20,https://jobs.eversource.com/,5.41
"Essex Property Trust, Inc.",Real estate investment trust,Public,-1,1822,1460000000,-1,464000000,226.13,https://www.essexapartmenthomes.com/careers,-1.0
East West Bancorp,,Public,-1,-1,-1,-1,-1,37.73,https://www.eastwestbank.com/en/careers/opportunities,-1.0
Texas Instruments Incorporated,Semiconductor,Public,-1,29888,14380000000,5720000000,-1,155.56,https://careers.ti.com/,6.21
"Huntington Ingalls Industries, Inc.","Arms Industry,Defense,Shipbuilding",Public,2011,40000,8199999999,-1,836000000,151.81,https://careers.huntingtoningalls.com/,-1.0
Evergy,Electric utility,Public,-1,5000,5148000000,-1,-1,55.19,https://www.evergy.com/careers/internships,5.39
Edwards Lifesciences Corporation,Medical technology,Public,-1,14000,4300000000,-1,-1,77.55,https://www.edwards.com/careers/home,5.63
"Expeditors International of Washington, Inc.",Logistics,Public,-1,17400,8100000000,796000000,818000000,87.41,https://www.expeditors.com/about-us/careers,-1.0
"Expedia Group, Inc.",Travel technology,Public,-1,24500,12070000000,903000000,565000000,103.10,https://lifeatexpediagroup.com/,-1.0
Extra Space Storage Inc.,Real Estate Investment Trust,Public,-1,4048,1308000000,-1,634000000,113.90,https://careers.extraspace.com/,-1.0
"iHeartMedia, Inc.","Radio broadcasting,digital media",Public,-1,18700,6171000000,969900000,393891000,110.34,https://www.iheartmedia.com/careers,-1.0
Ford Motor Company,"Automotive industry,Automotive",Public,-1,190000,155900000000,574000000,47000000,7.99,https://corporate.ford.com/careers.html,-1.0
First American Financial Corporation,Financial services,Public,-1,18705,6200000000,-1,707400000,49.57,https://careers.firstam.com/,-1.0
"Diamondback Energy, Inc.",Petroleum industry,Public,-1,712,3964000000,-1,240000000,26.20,https://www.diamondbackenergy.com/careers,4.97
Fastenal Company,,Public,-1,20565,3326106000,712657000,448636000,46.34,https://careers.fastenal.com/,-1.0
Facebook,,Social networking service,-1,-1,-1,-1,-1,-1.00,https://www.facebook.com/careers/,-1.0
"The Home Depot, Inc.",Retail,Public,-1,400000,110200000000,15840000000,11240000000,285.85,https://careers.homedepot.com/campus-connect/,6.69
"T. Rowe Price Group, Inc.",Investment Management,Public,1937,7022,4200000000,1900000000,1220000000,137.38,https://www.troweprice.com/corporate/en/careers/students-and-recent-graduates.html,-1.0
Frontier Communications Corporation,"Telecommunications industry,Telecommunications",Public,-1,18300,8106999999,4873000000,5911000000,5.78,https://frontier-careers.com/,-1.0
Freeport-McMoRan Inc.,"Metal,s and,Mining",Public,-1,12800,14400000000,1090000000,239000000,18.82,https://www.fcx.com/careers/,-1.0
"Fidelity National Information Services, Inc.",Financial Sector,Public,-1,55000,12200000000,-1,825000000,132.59,https://jobs.fidelity.com/,-1.0
Unum Group,Employee benefits,Public,-1,9400,11598000000,-1,934100000,18.88,https://www.unum.com/careers/opportunities,5.78
FirstEnergy Corp.,Electric Utility,Public,-1,15617,14562000000,-1,-1,29.39,https://www.firstenergycorp.com/careers.html,5.78
Hormel Foods Corporation,Food processing,Public,-1,20000,9497000000,1200000000,-1,49.56,https://www.hormelfoods.com/careers/,-1.0
Fifth Third Bancorp,"Banking,Financial services",Public,-1,19869,-1,-1,2512000000,24.00,https://www.53.com/content/fifth-third/en/careers.html,-1.0
"Foot Locker, Inc.",Clothing,Public,1988,32175,7940000000,571000000,284000000,37.98,https://careers.footlocker.com/,5.95
"FleetCor Technologies, Inc.",Financial Data Services,Public,-1,7600,2433000000,1090000000,811500000,240.00,https://careers.fleetcor.com/,-1.0
"Prosperity Bancshares, Inc.",Banking,Public,-1,3901,-1,-1,332000000,57.05,https://www.zippia.com/prosperity-bancshares-careers-9420/,-1.0
FMC Corporation,"Chemical Industry,Chemicals",Public,-1,6500,4727800000,1304500000,511500000,109.14,http://www.fmc.com/careers/,-1.0
