name,type,industry,revenue,hq_location,num_employees,founded,website,student_careers_url,index_name,stock_symbol,stock price
Sun Microsystems,Public,Information technology,-1,,38600,-1,,,Sun Microsystems,NA,-1.0
SunGard Data Systems,Private,Information Technology,4991000000,,13000,-1,,,SunGard,NA,-1.0
Sunquest Information Systems Inc.,Subsidiary,"Computer services,Healthcare Solutions",-1,,-1,-1,,,Sunquest Information Systems,NA,-1.0
"Support.com, Inc.",Public,"Tertiary sector of the economy,Services,Tech Support,Help Desk,Online tech support",-1,,-1,-1,,,Support.com,SPRT,2.1500000953674316
"Swappa, LLC",Private,E-commerce,-1,,-1,2010,,,Swappa,NA,-1.0
Swiftype,Private,"Software,Information Technology,Search Engines",-1,,40,-1,,,Swiftype,NA,-1.0
"Symphonic Source, Inc.",Private,Software,-1,,-1,-1,,,"Symphonic Source, Inc.",NA,-1.0
Symyx Technologies,,Life Sciences; Chemical and Energy and Performance; Materials and Consumer Products,-1,,400,-1,,,Symyx Technologies,NA,-1.0
Synacor Inc.,Public,Technology,127400000,,449,1998,synacor.com,,Synacor,SYNC,1.2599999904632568
Precisely,Private,Data Management,-1,,2000,-1,,,Syncsort,NA,-1.0
Synergy Sports Technology,,Sports Technology,-1,,-1,-1,,,Synergy Sports Technology,NA,-1.0
Winternals Software LP,,,-1,,-1,-1,,,Sysinternals,NA,-1.0
"TAL Technologies, Inc.",Privately owned,"Software,Information Technology",-1,,-1,1985,,,TAL Technologies,NA,-1.0
TEOCO Corp.,Privately held company,Telecommunications,-1,,-1,-1,,,TEOCO,NA,-1.0
TIAX,,,-1,,-1,-1,,,TIAX,NA,-1.0
TIBCO Software Inc.,Private,Software,1000000000,,4200,-1,,,TIBCO Software,NA,-1.0
TOA Technologies,Private,Software,41000000,,550,-1,,,TOA Technologies,NA,-1.0
TZ Limited,Public,"Engineering,Design,Investment",15860000,,-1,-1,,,TZ Limited,ACH,5.869999885559082
"Tableau Software, Inc.",Subsidiary,Software,1200000000,,4181,-1,,,Tableau Software,NA,-1.0
Tacit Software,Private,computer software,-1,,30,-1,,,Tacit Software,NA,-1.0
Tactician Corporation,Private,"Computer Software,Geographic information system,Geographic Information Systems",-1,"Andover, Massachusetts",-1,1988,tactician.com,,Tactician (company),NA,-1.0
Talarian,,,-1,,-1,-1,,,Talarian,NA,-1.0
Taleo Corporation,Subsidiary,Software,-1,,-1,-1,,,Taleo,NA,-1.0
Rakuten OverDrive,Subsidiary,eBooks Library Services School Services Software and App Development Digital Content Management Publishing,-1,,-1,-1,,,"Talk:OverDrive, Inc.",NA,-1.0
"Talkdesk, Inc.",,Software as a service,-1,,929,2011,https://www.talkdesk.com/,,Talkdesk,NA,-1.0
Talygen Inc.,Software developer,"Information Technology,Internet",-1,,50,-1,,,Talygen Business Intelligence,NA,-1.0
"Tarantella, Inc.",Private,Computer software,-1,,-1,2001,,,"Tarantella, Inc.",NA,-1.0
Tavant,Private Limited Company,Computer software,-1,,2500,-1,,,Tavant Technologies,NA,-1.0
Tealium,,Marketing technology,-1,,-1,-1,http://www.tealium.com,,Tealium,NA,-1.0
TeamQuest Corporation,Private,Information technology management,-1,,-1,-1,,,TeamQuest Corporation,NA,-1.0
Tech Data Corporation,Private,"Distribution,Technology,Electronics,Computer hardware,Computer software,Information technology consulting,IT consulting,Retail",36775000000,,14000,-1,techdata.com,https://www.techdata.com/careers.html,Tech Data,NA,-1.0
TechChange,,,-1,,-1,-1,,,TechChange,NA,-1.0
TechSmith Corporation,Private,Computer software,-1,,-1,-1,,,TechSmith,NA,-1.0
Technical Systems Consultants (TSC),,Computer software,-1,,-1,-1,,,Technical Systems Consultants,NA,-1.0
Tek-Tools Software,Private,"IT Infrastructure Management,Software,Solutions",-1,,-1,-1,,,Tek-Tools Software,NA,-1.0
Telenav,Public company,Location-based service,-1,,583,-1,,,TeleNav,TNAV,4.730000019073486
"TeleType Co, Inc.",,Technology,-1,,-1,-1,,,TeleType Co.,NA,-1.0
TeleVideo Corporation,Corporation,Computer hardware,-1,,-1,1975,,,TeleVideo,NA,-1.0
Telerik,Subsidiary,Software Development,-1,,-1,2002,,,Telerik,NA,-1.0
Teletrac,Subsidiary,Global Positioning System,-1,,-1,-1,,,Teletrac,NA,-1.0
Teliris Inc.,Private,Telepresence and videoconferencing products and services,-1,,-1,-1,,,Teliris,NA,-1.0
"Telligent, A Verint Company",Private,"Social Networking,Computer software,Social software,Collaboration software,Enterprise Software",-1,,100,-1,,,Telligent Systems,NA,-1.0
Telmar Group Inc.,Private,Media,-1,,-1,-1,,,Telmar (company),NA,-1.0
Telogis,Subsidiary,Software as a service,-1,,500,-1,,,Telogis,NA,-1.0
TenAsys Corporation,Private,Embedded and Real-time Software,-1,,-1,2000,,,TenAsys,NA,-1.0
"Tenable, Inc.",,Cybersecurity,-1,,-1,2002,https://www.tenable.com/,,"Tenable, Inc.",NA,-1.0
Tera Computer,Manufacturing,,-1,,-1,-1,,,Tera Computer Company,NA,-1.0
Teradata Corporation,Public,Data warehousing,2164000000,,8535,-1,,,Teradata,TDC,19.90999984741211
Teragram Corporation,,software company,-1,"Cary, North Carolina",-1,1997,,,Teragram Corporation,NA,-1.0
"Terracotta, Inc.",,"software,Computer Software",-1,,0,-1,www.terracotta.org,,"Terracotta, Inc.",NA,-1.0
Tervela,Private,,-1,,-1,-1,,,Tervela,NA,-1.0
TESCRA Inc.,Private,IT consulting and software services,30000000,,750,-1,,,Tescra,NA,-1.0
"The Attachmate Group, Inc.",Private,"Software,Computer software",1200000000,,4000,-1,,,The Attachmate Group,NA,-1.0
The College Fair,,Technology,-1,,-1,-1,,,The College Fair,NA,-1.0
The Echo Nest Ltd.,Subsidiary,"Music industry,Music",-1,,65,-1,,,The Echo Nest,NA,-1.0
The Hive Group,privately held,software,-1,"Richardson, Texas",-1,2000,,,The Hive Group,NA,-1.0
The NOCO Company,Private,Consumer electronics,53670000,,500,-1,[https://no.co/ no.co],,The NOCO Company,NA,-1.0
The Omni Group,Private,Computer software,-1,,-1,-1,,,The Omni Group,NA,-1.0
TheBrain Technologies,Private,"Software,Computer software",-1,,-1,1998,thebrain.com,,TheBrain Technologies,NA,-1.0
Atego,,,-1,"San Diego, United States San Diego United States",-1,1996,,,Thomson Software Products,NA,-1.0
"ThoughtSpot, Inc.",Private,"Analytics,Business intelligence",-1,,580,2012,http://thoughtspot.com,,ThoughtSpot,NA,-1.0
"ThoughtWorks, Inc.",Private,Software industry,-1,,7000,-1,,,ThoughtWorks,NA,-1.0
Thryv,Public,"Software,Marketing",-1,,2400,-1,,,"Thryv, Inc.",NA,-1.0
Thunderstone Software LLC,Private company,Information Technology,-1,,-1,-1,,,Thunderstone Software,NA,-1.0
TicketsNow,Subsidiary,Online ticketing,-1,,-1,1999,,,TicketsNow,NA,-1.0
Timesys Corporation,Privately held company,Embedded Software,-1,,50,-1,,,TimeSys,NA,-1.0
TippingPoint,,"Telecommunications,Telecommunications hardware",-1,,700,-1,,,TippingPoint,NA,-1.0
Tivoli Software,,,-1,,-1,-1,http://www.ibm.com,,Tivoli Software,NA,-1.0
"Toast, Inc.",,Point of sale,-1,Boston Massachusetts,2000,2012,https://pos.toasttab.com,,"Toast, Inc.",NA,-1.0
"TokenEx, LLC",Private,Data security,-1,,30,2010,https://tokenex.com/,,TokenEx,NA,-1.0
Tom Sawyer Software,,"Computer software,Computer Software",-1,,-1,-1,,,Tom Sawyer Software,NA,-1.0
Tomofun,Privately held,Consumer electronics,-1,,-1,-1,,,Tomofun,NA,-1.0
Toonimo,,Software,-1,,-1,-1,,,Toonimo,NA,-1.0
TopTenWholesale,,Business-to-Business Trade Platform,-1,,-1,-1,,,TopTenWholesale,NA,-1.0
TownNews.com,,Online publishing,-1,,-1,1989,townnews365.com,,TownNews,NA,-1.0
TrackingPoint,Private,Applied technology,-1,,-1,-1,,,TrackingPoint,NA,-1.0
Traction Software,Private,Software & Programming,-1,,-1,-1,,,Traction Software,NA,-1.0
TransLattice,,"Relational Database Management System,RDBMS",-1,,20,-1,,,TransLattice,NA,-1.0
Transzap.,Private,Internet Software & Services,-1,,-1,-1,,,Transzap,NA,-1.0
TriTech Software Systems,Corporation,Software,-1,,550,-1,,,TriTech Software Systems,NA,-1.0
Tricentis,,"Software,information technology",-1,,-1,-1,,,Tricentis,NA,-1.0
Trilogy,Private,"Service,Business Services",-1,,-1,-1,,,Trilogy (company),NA,-1.0
Tripadvisor Inc.,,"Travel,services",1560000000,,4194,-1,tripadvisor.com,,Tripadvisor,NA,-1.0
Tripp Lite,Private,Computer hardware,-1,,450,-1,,,Tripp Lite,NA,-1.0
"Tripwire, Inc.",Subsidiary,,86200000,,0,-1,,,Tripwire (company),NA,-1.0
Trumpia,Private,"Small business,Enterprise Software,Mobile Marketing",-1,,-1,-1,,,Trumpia,NA,-1.0
Truviso Corporation,,"Software industry,Software",-1,,-1,2006,,,Truviso,NA,-1.0
TubeMogul Inc.,Subsidiary,Marketing and Advertising,180700000,,577,-1,,,TubeMogul,NA,-1.0
Tufin,Public,Network Security,-1,"Boston, MA",400,-1,,,Tufin,TUFN,6.78000020980835
Tumblr,,"Microblogging,social networking service",-1,,411,-1,,,Tumblr,NA,-1.0
Turbo,Private,Computer Software,-1,,25,-1,,,Turbo (software),NA,-1.0
Turbonomic,Private,"Virtualization,information technology",-1,,553,-1,,,Turbonomic,NA,-1.0
Twist and Shout,single,,-1,,-1,-1,,,"Twist and Shout, Inc.",NA,-1.0
Twitch,Live streaming,,-1,,-1,-1,,,Twitch (service),NA,-1.0
"Twocanoes Software, LLC",Private,Computer Software,-1,,5,-1,,,Twocanoes,NA,-1.0
"Tyler Technologies, Inc.",Public,Software,1086000000,,5368,-1,tylertech.com,,Tyler Technologies,TYL,409.8999938964844
Ultimate Kronos Group,Private,"Cloud computing,Workforce management,Human resource management system,Human capital management",-1,,12000,2020,https://www.ukg.com/,,UKG,NA,-1.0
UNICOM Global,,IT and software,-1,,-1,-1,,,UNICOM Global,NA,-1.0
"UNICOM Government, Inc.(formerly GTSI Corp.)",,,-1,,-1,-1,www.unicomgov.com,,UNICOM Government,NA,-1.0
US Fleet Tracking,Private,,-1,,-1,-1,,,US Fleet Tracking,NA,-1.0
USA Technologies Inc.,Public,"Point of sale,software",-1,,-1,-1,www.usatech.com,,USA Technologies,SIGA,7.050000190734863
UST Global,Private,IT Services,-1,,25000,-1,,,UST Global,NA,-1.0
UiPath Inc.,Private company,"Robotic Process Automation,Artificial Intelligence",-1,,2800,2005,,,UiPath,NA,-1.0
"Ultimate Software Group, Inc.",Private,"SaaS,Human Capital Management,Software",940100000,,5144,1990,http://www.ultimatesoftware.com/,,Ultimate Software,NA,-1.0
UniKey Technologies,Private,"Technology,Access control,Home security,Software",-1,,40,-1,,,UniKey,NA,-1.0
"Websoft, Inc.",Private,Internet,-1,,-1,-1,,,Unicru,NA,-1.0
"United First Financial, LLC",Private,Financial Services,-1,,-1,-1,,,United First Financial,NA,-1.0
Unitrends Corporation,Private,Information technology,-1,,-1,-1,,,Unitrends,NA,-1.0
Univa Grid Engine Software,,,-1,,-1,-1,www.univa.com/products,,Univa,NA,-1.0
"Universal Audio, Inc.",Privately held company,Pro Audio,-1,,-1,1999,,,Universal Audio (company),NA,-1.0
Universal Display Corporation,Public,Display Lighting Technology Computer Hardware,-1,,-1,-1,oled.com,,Universal Display Corporation,OLED,212.1199951171875
Universal Robots,,Automation,248000000,,680,-1,,,Universal Robotics,NA,-1.0
Untappd Inc.,,,-1,,125,-1,,,Untappd,NA,-1.0
Up4Sale,Subsidiary,Online auction,-1,,-1,-1,,,Up4Sale,NA,-1.0
Usatine Media LLC,,Medical Mobile Apps,-1,,-1,-1,usatinemedia.com,,Usatine Media,NA,-1.0
UserLand Software,Private,Internet software,-1,,10,-1,,,UserLand Software,NA,-1.0
UserVoice,Private,"Software,Help Desk,Customer Support",-1,,-1,-1,https://www.uservoice.com/,,UserVoice,NA,-1.0
Atalla,Privately owned,"Computer software,Enterprise software,Encryption,Cryptography,Hardware security module,s,Internet security",-1,,-1,1973,hsm.utimaco.com,,Utimaco Atalla,NA,-1.0
"VCE Company, LLC",Division,cloud platforms,-1,,-1,-1,,,VCE (company),NA,-1.0
VIA3 Corporation,Private Corporation,"Telecommunication,s software and services",-1,,-1,-1,,,VIA3,NA,-1.0
VMware Inc.,Public,"Software industry,Computer software",8970000000,"Palo Alto, California, United States",31000,1998,https://www.vmware.com,https://careers.vmware.com/,VMware,VMW,140.74000549316406
"VSee Lab, Inc",,,-1,,-1,-1,,,VSee,NA,-1.0
VTLS Inc.,Private,Software,-1,,-1,1985,,,VTLS,NA,-1.0
"Valence Technology, Inc",Private,"Electric bus,es,Energy storage,uninterruptible power supply,Marine propulsion,Marine",45880000,,433,-1,,,Valence Technology,NA,-1.0
Veeam Software Group GmbH,Privately held company,Software industry,-1,,4300,-1,,,Veeam,NA,-1.0
Veeva Systems Inc.,Public,Software,-1,,-1,-1,,https://www.veeva.com/meet-veeva/careers/,Veeva Systems,VEEV,297.1700134277344
Velaro,,,-1,,-1,-1,[http://velaro.com Velaro.com],,"Velaro, Inc.",NA,-1.0
"Velocify, Inc.",,Software as a service,-1,,150,-1,,,Velocify,NA,-1.0
"Venafi, Inc",Private company,"Computer security,Internet security",-1,,-1,-1,,,Venafi,NA,-1.0
"Venda, Inc.",Subsidiary of ,,-1,,-1,-1,,,Venda Inc,NA,-1.0
Venmo,,,-1,,-1,-1,https://venmo.com/,,Venmo,NA,-1.0
"Veracode, Inc.",Private,Computer software,-1,,-1,-1,,,Veracode,NA,-1.0
"Veramark Technologies, Inc.",Public,"Software and managed services for,Telecom Expense Management",13165000,,0,-1,,,Veramark Technologies,AAN,57.34000015258789
"Verdant Power, Inc.",,Tidal Power Systems,-1,,20,-1,,,Verdant Power,NA,-1.0
Verdigris Technologies,,Energy management,-1,,-1,2011,,,Verdigris Technologies,NA,-1.0
VeriShip,Privately held company,Shipping technology,-1,Missouri,125,2007,https://veriship.com/,,"VeriShip, Inc",NA,-1.0
"Veriato, Inc.",Private Company,Software,-1,,-1,-1,,,Veriato,NA,-1.0
Verint Systems Inc.,Public,"Software,Business Intelligence,Speech Analytics,Video Analytics,Business consulting,IT consulting",1135000000,,3900,-1,,,Verint Systems,VRNT,53.560001373291016
Veritas Technologies LLC,Private,Information Management,-1,,7000,-1,,,Veritas Technologies,NA,-1.0
Verivo Software Inc.,Limited Company,Computer software IT services IT consulting Enterprise Mobility Mobile Application Management,-1,"Waltham, Massachusetts",100,-1,,,Verivo,NA,-1.0
Verix,,software,-1,"San Jose, California",-1,2007,verix.com,,Verix,NA,-1.0
Vermont Information Processing,ESOP,Route Accounting Software,-1,,200,-1,,,Vermont Information Processing,NA,-1.0
Versant Object Database,,,-1,,-1,-1,http://www.versant.com/,,Versant Corporation,NA,-1.0
Versata,Private,Software,-1,,-1,-1,,,Versata,NA,-1.0
Versive,Private,Machine Learning,-1,,50,-1,,,Versive,NA,-1.0
Vertica,,"Database management,Data warehousing",-1,,-1,-1,,,Vertica,NA,-1.0
Vesess,Private,"Software industry,Software,Web development",-1,,-1,2004,vesess.com,,Vesess,NA,-1.0
Veveo,Private,Conversational interfaces search and discovery,-1,,-1,-1,veveo.net,,Veveo,NA,-1.0
Vicarious,Privately held,Artificial intelligence,-1,San Francisco Bay Area,-1,2010,http://vicarious.com/,,Vicarious (company),NA,-1.0
Videology,Private,Advertising and Software,-1,New York City,300,-1,http://www.videologygroup.com/,,Videology,NA,-1.0
"View, Inc.",Private,Smart glass,-1,,-1,-1,,,"View, Inc.",NA,-1.0
Viralheat,,,-1,,-1,-1,viralheat.com,,Viralheat,NA,-1.0
Virgin Hyperloop,Private,High-speed rail,-1,,500,-1,,,Virgin Hyperloop,NA,-1.0
Virsa Systems,Private,"Compliance,Compliance,software",-1,,-1,-1,,,Virsa Systems,NA,-1.0
Virsto,Private,Software,-1,,-1,-1,,,Virsto,NA,-1.0
"Virtu Financial, Inc.",Public,Financial services,1878700000,,0,-1,,,Virtu Financial,VIRT,21.940000534057617
Virtual Iron,,,-1,,-1,-1,,,Virtual Iron,NA,-1.0
VirtualLogix Inc.,Private,,-1,,-1,-1,,,VirtualLogix,NA,-1.0
Virtuozzo,Privately held company,"Computer,software",-1,,150,-1,,,Virtuozzo (company),NA,-1.0
Virtusa Corporation,Public,"Information technology,services",1020000000,,20001,-1,,,Virtusa,VRTU,49.880001068115234
Virtutech Inc.,Corporation,Software Technology,-1,,0,-1,,,Virtutech,NA,-1.0
'''Visotek Inc''',Private,Photonics,-1,,-1,-1,,,Visotek,NA,-1.0
Vistagy,,Computer Aided Design,-1,,-1,-1,,,Vistagy,NA,-1.0
"Visualant, Inc.",Public,,-1,,-1,-1,,,Visualant,A,110.33999633789062
Vitech Corporation,Privately held company,Software consulting,-1,"Blacksburg, Virginia",20,1992,,,Vitech Corporation,NA,-1.0
Vito Technology Inc.,,Software development,-1,,-1,-1,,,Vito Technology,NA,-1.0
"Vitrue, Inc.",,"social media,publishing,software",-1,Atlanta,-1,2006,,,"Vitrue, Inc.",NA,-1.0
Vlingo,,software,-1,,-1,-1,https://vlingo.io/,,Vlingo,NA,-1.0
Vocus,Private,Technology,186900000,,1200,-1,,,Vocus (software),NA,-1.0
Voxeet,,Software,-1,,-1,-1,,,Voxeet,NA,-1.0
Voxer,Mobile voice communication,,-1,,-1,-1,,,Voxer,NA,-1.0
"Vuze, Inc.",Private company,"Video,Video distribution",-1,,-1,-1,,,"Vuze, Inc.",NA,-1.0
Vyond,Private,,-1,"San Mateo, California United States U.S.",-1,2007,,,Vyond,NA,-1.0
"WANdisco, plc.",Public limited company,"Big data,Cloud Computing,Configuration management,Software",-1,,180,-1,,,WANdisco,ACN,233.99000549316406
WSO2,,Middleware,-1,,600,2005,,,WSO2,NA,-1.0
Walker Digital LLC,Private,"Research and development,Research & Development",-1,,-1,-1,,,Walker Digital,NA,-1.0
Wanderu,Privately held company,"Travel,Technology",-1,,-1,-1,,,Wanderu (company),NA,-1.0
"Wasabi Technologies, Inc.",Private,Cloud storage software,-1,,-1,2017,wasabi.com,,Wasabi Technologies,NA,-1.0
Wavii,,,-1,,-1,-1,,,Wavii,NA,-1.0
WeRecoverData,Private,,-1,,-1,-1,,,WeRecoverData,NA,-1.0
WeVideo,Video editing,,-1,,-1,-1,,,WeVideo,NA,-1.0
Web.com,Private,,1210000000,,3500,1999,web.com,,Web.com,NA,-1.0
WebAssist.com Corporation,Private,"Software industry,Software",-1,,20,-1,,,WebAssist,NA,-1.0
Webline Communications,Division,Computer networking,-1,,-1,-1,,,Webline Communications,NA,-1.0
Webroot Inc.,Subsidiary,Computer software,-1,,-1,-1,,,Webroot,NA,-1.0
Webtrends,Private,Web Analytics Digital Marketing,-1,,-1,-1,,,Webtrends,NA,-1.0
"Anthem, Inc.",Public company,Managed health care,104210000000,,70600,-1,,,WellPoint Systems,ANTM,319.6000061035156
Wellspring,,"Web-based software knowledge supply chain,technology",-1,,-1,2003,,,Wellspring Worldwide,NA,-1.0
WhatsApp,,,-1,,-1,-1,https://www.whatsapp.com,,WhatsApp,NA,-1.0
WheelGroup,Division,Computer networking,-1,,-1,-1,,,WheelGroup,NA,-1.0
Where's Weed,,Cannabis technology company,-1,,-1,2011,http://www.wheresweed.com/,,Where's Weed,NA,-1.0
Whitesmiths,,,-1,,-1,-1,,,Whitesmiths,NA,-1.0
Whitewater Group,Subsidiary of ,Computer,-1,,-1,-1,,,Whitewater Group,NA,-1.0
WibiData,Private,Software development,-1,,-1,-1,,,WibiData,NA,-1.0
WidePoint Corporation,Public,"Technology,Telecommunications,Communications,Mobility Management,Identity Management",83700000,,287,-1,,,WidePoint Corporation,WYY,0.6470999717712402
Widen,,,-1,,-1,1948,https://www.widen.com,,Widen (company),NA,-1.0
Wikispaces,Private,"Dot-com company,Dot-com",-1,,10,-1,[http://www.wikispaces.com/ www.wikispaces.com],,Wikispaces,NA,-1.0
"Wildfire Communications, Inc",,Telecommunications,-1,,-1,-1,,,Wildfire Communications,NA,-1.0
Pragser Wildsee,,,-1,,-1,-1,,,Wildseed,NA,-1.0
"Willdan Group, Inc.",Public,Business Support Services,272250000,,0,-1,,,Willdan Group,WLDN,30.729999542236328
CA Wily Technology,,,-1,,-1,-1,[https://www.ca.com/us/products/ca-application-performance-management.html CA Wily Homepage],,Wily Technology,NA,-1.0
Wind River Systems Inc.,Private,,359700000,,1800,-1,,,Wind River Systems,NA,-1.0
Windward Studios,,software development,-1,,-1,-1,,,Windward Studios,NA,-1.0
Witlingo Inc.,Privately held company,"Voice SaaS Products and Solutions,date,May 2019}}",-1,,-1,-1,,,Witlingo,NA,-1.0
"Wolfram Research, Inc.",Private,"Computer software,Publishing,Research and Development",-1,,700,-1,,,Wolfram Research,NA,-1.0
"Workday, Inc.",Public,"Cloud computing,Software",3630000000,,0,-1,,,"Workday, Inc.",A,110.33999633789062
Workfront,Project management software,SaaS,-1,,671,2001,,,Workfront,NA,-1.0
WorkingPoint,Privately held,"Internet,Software",-1,,10,-1,,,WorkingPoint,NA,-1.0
Workiva Inc.,Public,"Cloud computing,Computer software,Enterprise software",298000000,,1421,-1,,,Workiva,WK,68.7699966430664
workspace.com,Privately held,Software,-1,,-1,-1,,,Workspace.com,NA,-1.0
World Software Corporation,Privately-Held Company,Information Technology,-1,,-1,-1,[http://www.worldox.com/ www.worldox.com],,World Software Corporation,NA,-1.0
Wrightsoft Corp.,Private,,-1,,-1,-1,,,Wrightsoft,NA,-1.0
Wrike,,,-1,,-1,-1,https://www.wrike.com/,,Wrike,NA,-1.0
"Write Brothers, Inc.",Software Publisher,Software/Entertainment,-1,,-1,-1,,,Write Brothers,NA,-1.0
"XIM, Inc.",Private,"IT Services,Wireless,Services",-1,,300,-1,,,"XIM, Inc.",NA,-1.0
"XStream Systems, Incorporated",Private,Pharmaceutics,-1,,-1,-1,,,XStream Systems,NA,-1.0
xTuple,Private,"Software industry,Software",-1,,-1,-1,,,XTuple,NA,-1.0
Xactly Corporation,Private,Software as a Service,-1,,500,-1,,,Xactly Corporation,NA,-1.0
Xangati,Private,"Virtualization,Enterprise software",-1,,-1,-1,,,Xangati,NA,-1.0
"XebiaLabs, Inc.",Private,Software development tools,-1,,150,-1,,,XebiaLabs,NA,-1.0
"Xinuos, Inc.",Private,Computer software,-1,,-1,-1,,,Xinuos,NA,-1.0
Xmarks,,,-1,,-1,-1,(Defunct),,Xmarks Sync,NA,-1.0
Xperi Holding Corporation,Public,"Technology company,Technology",273300000,,700,-1,,,Xperi,XPER,13.449999809265137
Xybernaut Corporation,Technology,,-1,,-1,-1,,,Xybernaut,NA,-1.0
Yahoo!,Web portal,,5170000000,,8600,-1,,,Yahoo!,NA,-1.0
Yalochat,,"Artificial intelligence,chatbot,s services on,instant messaging,messaging,apps",-1,,-1,-1,yalochat.com,,Yalochat,NA,-1.0
Yap Inc.,Subsidiary,Telecommunication,-1,,-1,-1,,,Yap (company),NA,-1.0
Envestnet Yodlee,Subsidiary,Financial,-1,,-1,1999,,,Yodlee,NA,-1.0
"YouNoodle, Inc.",,,-1,San Francisco,-1,2010,,,YouNoodle,NA,-1.0
Yuku,Hosted ,,-1,,-1,-1,,,Yuku,NA,-1.0
ZL Technologies,Private,"Computer software,Electronic discovery,Records management,Regulatory compliance,compliance",-1,,-1,-1,,,ZL Technologies,NA,-1.0
zSpace,Private,Augmented reality,-1,,-1,-1,,,ZSpace (company),NA,-1.0
Zadara Storage,,Storage as a service,-1,,-1,-1,,,Zadara Storage,NA,-1.0
Zaloni,,"Computer software,big data,Data analytics,big data analytics,dataOps,data management",-1,,200,2007,,,Zaloni,NA,-1.0
Zango,Private,Adware,-1,,100,-1,,,Zango (company),NA,-1.0
Zello Inc,Private,Mobile application development,-1,,41,-1,,,Zello,NA,-1.0
Zend Technologies Ltd.,Subsidiary,Software,-1,,-1,-1,,,Zend (company),NA,-1.0
Zendesk,Public,,816000000,,3570,-1,https://www.zendesk.com,,Zendesk,ZEN,123.48999786376953
"YourPeople, Inc.",,Human resource management,43500000,,-1,-1,,,Zenefits,NA,-1.0
MacKeeper,,,-1,,-1,-1,,,Zeobit,NA,-1.0
"ZeroC, Inc.",Private,Software industry,-1,,-1,2002,https://zeroc.com,,ZeroC,NA,-1.0
ZeroFOX,Private,Cyber Security,-1,,-1,-1,,,ZeroFOX,NA,-1.0
ZeroTurnaround AS,Private,Software development tools,-1,,-1,-1,,,ZeroTurnaround,NA,-1.0
Zerto Ltd.,,"software,Computer software",114400000,,-1,-1,,,Zerto,NA,-1.0
Zeta Interactive Corp.,Private,Digital marketing,-1,,-1,-1,,,Zeta Global,NA,-1.0
Zimperium,Private,"Computer software,Security software,Mobile Security",-1,,-1,-1,,,Zimperium,NA,-1.0
Zip2,Private,,-1,,-1,1995,https://web.archive.org/web/19990202180446/http://www.zip2.com:80/,,Zip2,NA,-1.0
ZipBooks,,,-1,,-1,-1,zipbooks.com/,,ZipBooks,NA,-1.0
"Zoom Video Communications, Inc.",Public,,622000000,,2532,-1,https://zoom.us,https://zoom.us/about,Zoom Video Communications,ZM,496.7300109863281
Zoom Information Inc.,Public,Software as a Service,350000000,,1200,2007,,,ZoomInfo,AAN,57.34000015258789
Zope,Python,,-1,,-1,-1,,,Zope,NA,-1.0
"Zscaler, Inc.",Public,"Network security,computer security,Internet security",-1,,1480,-1,zscaler.com,,Zscaler,ZS,150.07000732421875
Zugara,,"Technology,Software,Ecommerce",-1,,-1,-1,,,Zugara,NA,-1.0
"Zumobi, Inc",,Mobile Media & Advertising,-1,,-1,-1,,,Zumobi,NA,-1.0
"Zuora, Inc.",Public,Enterprise software,276100000,,1249,2007,https://zuora.com,,Zuora,A,110.33999633789062
"zvelo, Inc.",Private,"Security software,security appliance,Internet security,network security",-1,,180,-1,,,Zvelo,NA,-1.0
ZyLAB,Private,Software,-1,,140,-1,,,ZyLAB Technologies,NA,-1.0
Zylog Systems Limited,Public,"IT services,IT consulting",-1,,697,-1,,,Zylog Systems,ACH,5.869999885559082
"Zywave, Inc.",Private,Software,-1,,-1,-1,,,Zywave,NA,-1.0
"Agilent Technologies, Inc.",Public company,,5522000000,,13500,-1,,https://careers.agilent.com/graduates-students/,Agilent Technologies,A,110.33999633789062
Packaging Corporation of America,Public,Packaging and containers,-1,,14600,-1,packagingcorp.com,https://www.packagingcorp.com/employment,Packaging Corp of America,PKG,122.54000091552734
Incyte Corporation,Public,pharmaceutical company,1500000000,,1456,-1,,http://www.incyte.com/join-us/careers,Incyte,INCY,84.6500015258789
Carrier Global Corporation,Public,"Heating,Ventilating,Air Conditioning,HVAC",-1,,53000,-1,corporate.carrier.com,https://www.carrier.com/carrier/en/worldwide/careers/,Carrier Global,BLL,97.16000366210938
Rite Aid Corporation,Public,Retail,21640000000,,53100,-1,,https://careers.riteaid.com/,Rite Aid,RAD,10.15999984741211
American Airlines Group Inc.,Public,Aviation,45768000000,CentrePort,133700,2013,aa.com,https://jobs.aa.com/,American Airlines Group,AAL,11.600000381469727
American Express Company,Public,"Bank,ing,Financial services",43556000000,,64500,-1,,https://careers.americanexpress.com/students/US,American Express,AXP,98.11000061035156
"Lowe's Companies, Inc.",Public,Retail,72148000000,,300000,-1,https://lowes.com/,https://corporate.lowes.com/careers/students-grads,Lowe's,LOW,169.25
"Applied Materials, Inc.",Public,Semiconductor,17254100000,,21000,-1,,https://www.appliedmaterials.com/company/careers,Applied Materials,AMAT,69.94999694824219
National Capital Region,Region,,-1,,-1,-1,http://ncrpb.nic.in/,https://www.ncr.com/careers,NCR,NA,-1.0
"Advance Auto Parts, Inc.",Public,Auto Parts Retail,-1,,70000,-1,,https://www.advanceautoparts.jobs/,Advance Auto Parts,AAP,156.42999267578125
