name,industry,type,founded,num_employees,Revenue(in millions),Profit(in millions),students_careers_url,hq_location,website,score
"Guidance Solutions, Inc.","Software,Consulting,Networking",Private,-,-,-,-,https://www.guidance.com/careers,,guidance.com,20.16
Radiant Logic,Software,Private,-,-,-,-,https://www.radiantlogic.com/about/careers/,,radiantlogic.com,20.16
Eggplant,Other,Private,-,-,-,-,https://www.eggplantsoftware.com/join-us,,eggplantsoftware.com,20.16
"RSi, Retail Solutions Inc",Software,Private,-,400,-,-,https://www.retailsolutions.com/company/careers/,,retailsolutions.com,20.12340329
"XIM, Inc.","Consulting,Networking",Private,-,300,-,-,https://www.ximxim.com/careers/,,ximxim.com,20.12255247
Knoa Software,"Software,Consulting",Private,-,-,-,-,https://www.knoa.com/careers/,,knoa.com,20.12
'''Unica Corporation''',Other,Private,-,-,-,-,http://www.unicagroup.com/Careers.html,,unica.com,20.12
SplendidCRM,Software,Private,2005,0,-,-,https://www.splendidcrm.com/OpenSource/DownloadCommunityEdition.aspx,,splendidcrm.com,20.12
"Catalyst Repository Systems, Inc.","Software,Security",Private,-,170,-,-,https://www.linkedin.com/company/catalyst-repository-systems,,catalystsecure.com,20.0814464
"TokenEx, LLC","Consulting,Security",Private,2010,30,-,-,https://www.tokenex.com/our-story,,tokenex.com,20.08025525
PSSC Labs,"Software,Consulting,Electronics",Private,-,-,-,-,https://pssclabs.com/,,pssclabs.com,20.08
"Qarbon.com, Inc.",Software,Private,-,-,-,-,http://www.qarbon.com/jobs/,,qarbon.com,20.08
ZeroTurnaround AS,Software,Private,-,-,-,-,https://www.jrebel.com/,,jrebel.com,20.08
Velaro,Other,Private,-,-,-,-,https://velaro.com/careers/,,velaro.com,20.04
GoldenSource Corporation,Other,Private,-,350,-,-,https://www.thegoldensource.com/company/careers/,,thegoldensource.com,20.00297788
Enli Health Intelligence,Software,Private,-,125,25,-,https://www.enli.net/,,enli.net,20.00122983
SLI Systems,Software,Private,-,-,-,-,https://www.sli-systems.com/about/careers,,sli-systems.com,20
Inxight Software,Software,Private,-,100,14.6,-,https://www.glassdoor.com/Jobs/Inxight-Jobs-E15376.htm,,inxight.com,19.96094794
Serious Magic Inc.,Software,Private,-,-,-,-,https://www.adobe.com/careers/university.html,,seriousmagic.com,19.96
InterVideo,Software,Private,1998,800,-,-,https://www.glassdoor.com/Jobs/Secretary-InterVideo-Technology-Jobs-E789434.htm,,intervideo.com,19.92680658
Versive,Machine Learning,Private,-,50,-,-,https://www.esentire.com/company/careers,,versive.com,19.92042541
HyperACCESS,Other,Private,-,-,-,-,https://www.hilgraeve.com/hyperaccess/,,hilgraeve.com,19.92
"Medical Information Technology, Inc.",Pharmaceuticals,Private,-,-,494,-,https://ehr.meditech.com/careers/college-to-career,,meditech.com,19.88328603
Vistagy,Software,Private,-,-,-,-,"https://www.glassdoor.com/Overview/Working-at-Vistagy-EI_IE260036.11,18.htm",,vistagy.com,19.88
July Systems,Software,Private,2001,-,-,-,https://www.linkedin.com/company/july-systems,,julysystems.com,19.88
"Lockpath, Inc","Consulting,Security",Private,-,-,-,-,https://www.lockpath.com/careers/,,lockpath.com,19.88
Sonic Reality,Software,Private,-,-,-,-,https://careers.sonicdrivein.com/us/en,,sonicreality.com,19.84
Vlingo,Software,Private,-,-,-,-,"https://www.glassdoor.com/Overview/Working-at-Vlingo-EI_IE308097.11,17.htm",,vlingo.io,19.84
Range Networks,Networking,Private,-,30,-,-,https://rangenetworks.com/,,rangenetworks.com,19.80025525
PrivateCore,Other,Private,-,-,-,-,https://privatecore.com/,,privatecore.com,19.8
LiveText Inc.,Software,Private,-,-,-,-,https://www.livetext.com/,,livetext.com,19.8
InetSoft Technology Corporation,Other,Private,1996,-,-,-,https://www.inetsoft.com/company/careers/,,inetsoft.com,19.8
"BlueTalon, Inc.","Consulting,Security",Private,-,1,-,-,https://www.linkedin.com/company/bluetalon,,bluetalon.com,19.76
"Venda, Inc.",Other,Private,-,-,-,-,https://www.indeed.com/cmp/Venda,,venda.com,19.76
IntelliScanner Corporation,Software,Private,-,-,-,-,https://www.intelliware.com/current-opportunities/,,intelliscanner.com,19.72
Coherent Solutions,"Software,Consulting,Networking",Private,-,800,-,-,https://www.coherent-solutions.com/about-us/career-opportunities/,,coherentsolutions.com,19.68680658
Chrome River,Software,Private,-,350,-,-,https://www.chromeriver.com/careers,,chromeriver.com,19.68297788
Vitech Corporation,Software,Private,1992,20,-,-,https://www.vitechcorp.com/?page_id=32280,"Blacksburg, Virginia",vitechcorp.com,19.68017016
Music Wizard Group,Software,Private,-,-,-,-,https://pianowizardacademy.com/,,pianowizardacademy.com,19.68
flok,Other,Private,-,-,-,-,http://flok.com/,,flok.com,19.68
The Reynolds and Reynolds Company,Other,Private,1866,-,-,-,https://www.reyrey.com/company/careers/students-and-graduates,,reyrey.com,19.68
Covisint,"Software,Consulting",Private,-,180,-,-,https://www.indeed.com/q-Covisint-jobs.html,,covisint.com,19.64153148
"Symphonic Source, Inc.",Software,Private,-,-,-,-,https://www.symphonicsource.com/employment/,,symphonicsource.com,19.64
IQMS,Software,Private,1989,312,53.5,-,https://www.iqms.com/company/careers/software-dev-intern,,iqms.com,19.60301044
PathGuide Technologies,Other,Private,-,-,-,-,https://pathguide.com/company/careers-at-pathguide/,,pathguide.com,19.6
VIA3 Corporation,"Software,Networking",Private,-,-,-,-,https://www.linkedin.com/company/via3-corporation,,via3.com,19.6
"Daon, Inc.",Software,Private,-,-,-,-,https://www.daon.com/company/careers,,daon.com,19.6
Datalogic S.p.A.,Other,Private,-,0,-,-,https://www.datalogic.com/eng/company/careers-ca-26.html,,datalogic.com,19.6
Numecent,Other,Private,-,-,-,-,https://www.numecent.com/,,numecent.com,19.6
VirtualLogix Inc.,Other,Private,-,-,-,-,"https://www.glassdoor.com/Overview/Working-at-VirtualLogix-EI_IE38834.11,23.htm",,virtuallogix.com,19.6
HCL BigFix,"Consulting,Security",Private,-,250,-,-,https://www.naukri.com/hcl-bigfix-jobs,,bigfix.com,19.56212706
"Egenera, Inc.","Software,Distributed Systems,Automobiles",Private,2000,110,-,-,https://www.egenera.com/,"Boxborough, Massachusetts",egenera.com,19.5609359
"IRI, The CoSort Company",Software,Private,-,-,-,-,https://www.iriworldwide.com/en-us/company/careers,,iri.com,19.56
Secure64 Software,Other,Private,-,0,-,-,https://secure64.com/company/careers/,,secure64.com,19.56
"Model N, Inc.",Other,Public,-,800,154,-,https://www.modeln.com/company/careers/,,modeln.com,19.52783097
"hCentive, Inc.",Software,Private,-,500,-,-,https://www.zippia.com/hcentive-careers-1398267/,,hcentive.com,19.52425411
Docudesk Corporation,Software,Private,-,-,-,-,https://careers.microsoft.com/us/en/,,docudesk.com,19.52
"Pano Logic, Inc.",Software,Private,2006,50,-,-,https://www.indeed.com/cmp/Pano-Logic,,panologic.com,19.48042541
Limnu,Other,Private,-,-,-,-,https://limnu.com/,,limnu.com,19.48
Maponics,Other,Private,-,-,-,-,https://www.glassdoor.com/Salary/Maponics-Salaries-E482663.htm,,maponics.com,19.48
Q-Sensei Corp.,"Software,Consulting",Private,-,-,-,-,https://www.qsensei.com/,,qsensei.com,19.48
Thunderstone Software LLC,"Software,Consulting",Private,-,-,-,-,https://www.thunderstone.com/about-us/career-opportunities/,,thunderstone.com,19.44
Cepstral LLC,Other,Private,-,-,-,-,https://www.cepstral.com/en/jobs,,cepstral.com,19.44
CD-adapco,Software,Private,-,900,-,-,http://mdx2.plm.automation.siemens.com/careers,,cd-adapco.com,19.4076574
Verivo Software Inc.,"Software,Consulting",Private,-,100,-,-,https://www.zippia.com/verivo-software-careers-1411055/,"Waltham, Massachusetts",verivo.com,19.40085082
"NextPage, Inc.","Software,Consulting",Private,-,-,-,-,https://careers.gonextpage.com/,,nextpage.com,19.4
"Sensage, Inc.","Consulting,Security",Private,-,-,-,-,https://www.zippia.com/sensage-careers-1095421/,,sensage.com,19.4
"ITKO (Interactive TKO, Inc.)","Software,Artificial Intelligence",Private,-,-,-,-,https://www.glassdoor.com/Jobs/iTKO-Jobs-E334110.htm,,itko.com,19.4
Jungo Connectivity Ltd.,Automobiles,Private,-,-,-,-,https://www.jungo.com/st/jc/jobs/,,jungo.com,19.4
Kiswe,Multimedia,Private,-,-,-,-,https://www.kiswe.com/pages/careers,,kiswe.com,19.36
USA Technologies Inc.,Software,Public,-,-,-,-,https://www.usatech.com/careers/,,usatech.com,19.36
Tom Sawyer Software,Software,Private,-,-,-,-,https://www.tomsawyer.com/careers/,,tomsawyer.com,19.36
"Opengear, Inc.","Software,Networking",Private,-,-,-,-,https://opengear.com/about-us/careers/,,opengear.com,19.36
"Zywave, Inc.",Software,Private,-,-,-,-,http://www.zywave.com/careers/,,zywave.com,19.32
KXEN,Other,Private,-,-,-,-,https://www.glassdoor.com/Jobs/KXEN-Jobs-E38839.htm,,kxen.com,19.32
"Luminex Software, Inc.","Consulting,Database",Private,-,-,-,-,https://www.luminexcorp.com/open-positions/,,luminex.com,19.28
"Retina-X Studios, LLC.",Software,Private,-,-,-,-,http://www.retinax.com/,,retinax.com,19.28
Seer Systems,Software,Private,1979,-,-,-,https://seersystems.com/,,seersystems.com,19.28
"TAL Technologies, Inc.","Software,Consulting",Private,1985,-,-,-,https://www.tal-com.com/careers-page,,taltech.com,19.28
Knowland,"Software,Networking",Private,-,-,-,-,https://www.knowland.com/careers/,,knowland.com,19.28
CipherGraph Networks Inc.,Software,Private,-,-,-,-,https://angel.co/company/ciphergraph-networks,,ciphergraph.com,19.24
"Food Service Solutions, Inc.",Software,Private,-,-,-,-,https://jobs.vancopayments.com/,,foodserve.com,19.24
Kineto Wireless,"Software,Networking,Electronics",Private,-,-,-,-,https://www.indeed.com/cmp/Kineto-Wireless,,kineto.com,19.24
Connectbeam,Software,Private,-,-,-,-,https://angel.co/company/connectbeam,,connectbeam.com,19.24
Yalochat,Artificial Intelligence,Private,-,-,-,-,https://angel.co/company/yalo/jobs,,yalochat.com,19.24
FatKat,Other,Private,-,-,-,-,https://www.fatkatspizzeria.com/careers,,fatkat.com,19.24
TriTech Software Systems,Software,Private,-,550,-,-,https://www.tritechsoft.com/TriTech_Careers.asp,,tritech.com,19.16467952
"Context Labs, BV","Software,Consulting",Private,-,-,-,-,https://www.contextlabs.com/careers,,contextlabs.com,19.16
Nexidia,"Software,Consulting,Data Analytics,Multimedia",Private,-,-,-,-,https://www.nice.com/careers/,,nexidia.com,19.16
"Express Metrix, LLC","Software,Consulting",Private,-,-,-,-,https://www.cherwell.com/about/careers/,,expressmetrix.com,19.16
Mathsoft,Other,Private,-,-,-,-,https://angel.co/company/mathsoft-engineering-education,,mathsoft.com,19.16
Open Environment Corporation (OEC),"Software,Consulting",Private,-,-,-,-,https://oeconnection.com/careers,,oeconnection.com,19.12
Mformation Software Technologies LLC.,Networking,Private,-,-,-,-,https://www.glassdoor.com/Jobs/mFormation-Technologies-Jobs-E214035.htm,,mformation.com,19.12
ZyLAB,Software,Private,-,140,-,-,https://www.zylab.com/en/company/working-at-zylab,,zylab.com,19.08119115
DynamicOps,Distributed Systems,Private,-,-,-,-,https://www.indeed.com/cmp/Dynamicops,,dynamicops.com,19.08
Palamida,Other,Private,-,-,-,-,"https://www.glassdoor.com/Jobs/Palamida-US-Jobs-EI_IE261065.0,8_IL.9,11_IN1.htm",,palamida.com,19.04
Sunquest Information Systems Inc.,"Software,Pharmaceuticals",Private,-,-,-,-,https://www.sunquestinfo.com/careers/,,sunquestinfo.com,19.04
Plateau Systems,Other,Private,-,350,-,-,https://www.indeed.com/q-Plateau-System-jobs.html,,plateau.com,19.00297788
P-Cube Ltd.,"Software,Networking",Private,-,-,-,-,"https://www.glassdoor.com/Overview/Working-at-P-Cube-EI_IE2359019.11,17.htm",,p-cube.com,19
Wrightsoft Corp.,Other,Private,-,-,-,-,https://www.wrightsoft.com/About_Us/Careers,,wrightsoft.com,19
"Willdan Group, Inc.",Other,Public,-,0,272,12.8,http://willdan.com/join-us.aspx,,willdan.com,18.96180931
BigMachines,Other,Private,-,-,32.1,-,https://www.indeed.com/q-Bigmachines-jobs.html,,bigmachines.com,18.96021353
RepliWeb Inc.,Software,Private,-,-,-,-,https://www.linkedin.com/company/repliweb,,repliweb.com,18.96
Knight Security Systems,"Consulting,Security",Private,-,-,-,-,https://knightsecurity.com/company/careers,,knightsecurity.com,18.96
"Solidcore Systems, Inc.",Software,Private,-,100,-,-,https://www.solidcore.co/job-openings,,solidcore.com,18.92085082
The Bomb Factory,Other,Private,-,-,-,-,https://www.thebombfactory.com/connect/employment,,thebombfactory.com,18.92
Veveo,Other,Private,-,-,-,-,https://www.glassdoor.com/Jobs/Veveo-Jobs-E260367.htm,,veveo.net,18.92
CollaborateMD,Software,Private,1999,-,-,-,https://www.collaboratemd.com/about-us/careers/,,collaboratemd.com,18.92
"MetaMatrix, Inc.",Software,Private,-,97,-,-,https://metametricsinc.com/about-us/careers/,,metamatrix.com,18.8808253
'''JouleX''',Other,Private,-,25,-,-,https://angel.co/company/joulex,,joulex.net,18.88021271
Virtutech Inc.,Software,Private,-,0,-,-,https://www.builtinsf.com/company/virtutech/jobs,,virtutech.com,18.88
The DiSTI Corporation,Other,Private,-,-,-,-,https://disti.com/about-us/careers/,,disti.com,18.88
CNC Software/Mastercam,Other,Private,-,-,-,-,https://www.mastercam.com/company/careers/,,mastercam.com,18.88
TOA Technologies,Software,Private,-,550,41,-,https://ca.linkedin.com/company/toa-technologies,,toatech.com,18.84495225
Trilogy,Other,Private,-,-,-,-,https://www.zippia.com/trilogy-careers-42330/,,trilogy.com,18.84
World Software Corporation,"Software,Consulting",Private,-,-,-,-,https://www.indeed.com/q-Worldox-jobs.html,,worldox.com,18.84
"Code Dx, Inc.",Software,Private,2015,-,-,-,https://codedx.com/about-us/careers-code-dx/,,codedx.com,18.84
Eclipsys Corporation,"Software,Consulting,Pharmaceuticals",Public,-,2800,519,12,https://www.indeed.com/cmp/Eclipsys,,eclipsys.com,18.82727536
"GSE Systems, Inc.",Software,Public,-,450,-,-,https://www.gses.com/contact-us/gse-careers/,,gses.com,18.8038287
Quantum3D,Software,Private,-,90,-,-,https://quantum3d.com/careers/,,quantum3d.com,18.80076574
Intentional Software,Software,Private,2002,50,-,-,https://www.intentionalcareershr.com/,,intentional.com,18.80042541
WorkingPoint,"Software,Networking",Private,-,10,-,-,https://www.workingpoint.com/about/careers,,workingpoint.com,18.80008508
"Flow Science, Inc.",Software,Private,-,-,-,-,https://flowscience.com/careers/,,flow3d.com,18.8
Goverlan Reach Remote Support Software,Other,Private,-,-,-,-,https://www.goverlan.com/jobs,,goverlan.com,18.8
ProofPilot,"Software,Social media,Pharmaceuticals",Private,-,-,-,-,https://angel.co/company/proofpilot/jobs,,proofpilot.com,18.8
Recondo Technology,Software,Private,-,135,-,-,https://www.indeed.com/cmp/Recondo-Technology,,recondotech.com,18.76114861
"Imaging Business Machines, LLC",Software,Private,-,-,-,-,https://www.ibml.com/about-us/careers/,,ibml.com,18.76
DreamHammer,Software,Private,2011,-,-,-,https://www.dreamhammer.com/contact/,,dreamhammer.com,18.72
"MindFire, Inc",Software,Private,-,-,-,-,https://www.mindfireinc.com/company/careers,,mindfireinc.com,18.72
CenterSpace Software LLC.,Other,Private,-,-,-,-,http://www.centerspace.net/,,centerspace.net,18.72
"Hottrix, LLC",Software,Private,-,-,-,-,http://hottrix.com/,,hottrix.com,18.72
"Elanex, Inc.",Other,Private,2002,-,-,-,https://www.strakertranslations.com/company/career/,,elanex.com,18.68
Digital Fuel,Software,Private,-,-,-,-,digitalfuel.com,,digitalfuel.com,18.68
Tek-Tools Software,"Software,Consulting",Private,-,-,-,-,https://www.teksystems.com/en/careers/internal-careers/students-recent-graduates,,tek-tools.com,18.68
"McLane Advanced Technologies, LLC","Software,Consulting",Private,-,-,-,-,https://mclaneat.com/careers/,,mclaneat.com,18.68
Numara Software,Software,Private,-,200,-,-,https://www.bmc.com/careers/careers.html,,numarasoftware.com,18.64170164
Marathon Technologies,Software,Private,-,-,-,-,https://www.marathonpetroleum.com/Jobs/,,marathontechnologies.com,18.64
SIOS Technology Corp.,Other,Private,1999,-,-,-,https://us.sios.com/about/careers/,,sios.com,18.64
"SpeechFX, Inc.",Other,Private,-,-,-,-,http://speechfxinc.com/,,speechfxinc.com,18.64
StepStone Group,"Consulting,Finance",Private,-,300,-,-,https://www.stepstoneglobal.com/who-we-are/careers/,,stepstoneglobal.com,18.60255247
Democrasoft,Other,Public,-,-,-,-,http://www.democrasoft.com/,,democrasoft.com,18.6
"TeleType Co, Inc.",Software,Private,-,-,-,-,"https://www.glassdoor.com/Overview/Working-at-TeleType-Co-EI_IE395970.11,22.htm",,teletype.com,18.6
Digital Assembly,Software,Private,-,-,-,-,https://www.werecoverdata.com/,,digital-assembly.com,18.6
Ntractive,Software,Private,-,-,-,-,https://www.grocrm.com/,,ntractive.com,18.6
"Merrick Systems, Inc.",Software,Private,-,50,-,-,https://www.merrick.com/careers/,,merricksystems.com,18.56042541
Eagle Investment Systems,Software,Private,-,1000,-,-,https://www.eagleinvsys.com/mellon.cfm,,eagleinvsys.com,18.52850822
Cambium Learning Group,Other,Private,-,-,-,-,https://www.cambiumlearning.com/careers/,,cambiumlearning.com,18.52
"Software Shelf International, Inc.",Software,Private,-,15,-,-,http://www.softwareshelf.com/,,softwareshelf.com,18.48012762
Spectrum Software,Software,Private,-,-,-,-,https://spectrum-eng.com/careers/,,spectrum-soft.com,18.48
Meridian Systems,Software,Private,-,-,-,-,https://www.indeed.com/cmp/Meridian-Systems,,meridiansystems.com,18.48
Replay Solutions,Software,Private,-,35,-,-,"https://www.glassdoor.com/Overview/Working-at-Replay-Solutions-EI_IE268629.11,27.htm",,replaysolutions.com,18.44029779
FinalCode,Software,Private,2014,-,-,-,https://www.linkedin.com/company/finalcode,,finalcode.com,18.44
Consona Corporation,Software,Private,-,700,-,-,https://www.aptean.com/our-company/careers/,,consona.com,18.40595576
PacketVideo Corporation,Other,Private,-,-,-,-,http://www.pv.com/,,pv.com,18.4
FlexSim,Other,Private,-,-,-,-,https://www.flexsim.com/students/,,flexsim.com,18.4
Micromuse Inc.,Software,Private,-,-,-,-,https://profounder.com/,,micromuse.com,18.4
Meridian Knowledge Solutions,Software,Private,-,200,-,-,https://www.meridianks.com/careers/,,meridianks.com,18.32170164
omNovia Technologies,Software,Private,-,-,-,-,http://www.webinato.com/,,omnovia.com,18.32
Versata,Software,Private,-,-,-,-,http://versata.com/,,versata.com,18.32
"SourceHOV, Inc.","Software,Consulting",Private,-,16000,-,-,https://www.exelatech.com/careers,,sourcehov.com,18.29613159
"RW3 Technologies, Inc.",Software,Private,1992,45,-,-,https://www.rw3.com/contact-rw3/,,rw3.com,18.24038287
"Stat-Ease, Inc.",Software,Private,-,14,-,-,https://www.statease.com/about-us/employment/,,statease.com,18.20011912
Ultimate Kronos Group,"Consulting,Distributed Systems",Private,2020,12000,-,-,https://www.ukg.com/careers,,ukg.com,18.1820987
Telmar Group Inc.,Other,Private,-,-,-,-,https://telmar.com/careers/,,telmar.com,18
"Write Brothers, Inc.","Software,Multimedia",Private,-,-,-,-,https://www.write-bros.com/contact.html,,write-bros.com,18
"John Galt Solutions, Inc.",Software,Private,-,0,-,-,https://johngalt.com/careers/,,johngalt.com,17.96
Datacap Inc. - An IBM Company,Software,Private,-,55,-,-,https://www.indeed.com/q-IBM-Datacap-jobs.html,,datacap.com,17.92046795
Code Rebel Corporation,Software,Public,-,-,-,-,https://www.nuords.com/about/contact/,,coderebel.com,17.92
Causata,"Software,Automobiles",Private,2009,-,-,-,https://causata.com/,,causata.com,17.92
"DDC-I, Inc.","Software,Consulting",Private,1985,-,-,-,https://ddcinstitute.com/hire-our-students/,,ddci.com,17.88
SignalDemand,Other,Private,-,-,-,-,http://www.signaldemand.com/,,signaldemand.com,17.84
ITerating,Software,Private,-,-,-,-,https://dan.com/buy-domain/iterating.com?redirected=true&tld=com,,iterating.com,17.84
PoliticIt,Networking,Private,-,50,-,-,http://www.politicit.com/tag/jobs/,,politicit.com,17.80042541
Teradata Corporation,Other,Public,-,8540,2160,43,https://careers.teradata.com/,,careers.teradata.com,17.76702831
Solido Design Automation Inc.,Software,Private,-,-,-,-,https://angel.co/company/solido-design-automation/jobs,,solidodesign.com,17.72
Dorado Software,Other,Private,1998,-,-,-,http://doradosoftware.com/About/Careers.htm,,doradosoftware.com,17.72
nettime solutions,Software,Private,-,-,-,-,https://www.nettimesolutions.com/,,nettimesolutions.com,17.64
"Callware Technologies, Inc.","Software,Networking",Private,-,-,-,-,https://www.callware.com/388/about-us/career-opportunities/,,callware.com,17.6
Snapforce CRM,Software,Private,-,-,-,-,https://www.snapforce.com/,,snapforce.com,17.6
ProductCenter,Other,Private,-,-,-,-,https://essigplm.com/about-us/careers/,,essigplm.com,17.6
"Design Science, Inc.",Software,Private,1991,200,5,-,https://dscience.com/contact/careers/,"Long Beach, CA",dscience.com,17.5217349
PlateSmart,Consulting,Private,2004,40,-,-,https://www.platesmart.com/platesmart-careers-in-alpr/,,platesmart.com,17.48034033
"Engineered Software, Inc.","Software,Consulting",Private,-,-,-,-,https://pipe-flo.com/contact/,,eng-software.com,17.36
"Digital Keystone, Inc.","Software,Multimedia",Private,-,-,-,-,https://www.digitalkeystone.com/,,digitalkeystone.com,17.28
Language Computer Corporation,Software,Private,-,12,-,-,http://www.languagecomputer.com/careers.html,,languagecomputer.com,17.2401021
ExploreLearning,Other,Private,-,0,-,-,https://blog.explorelearning.com/jobs/,,blog.explorelearning.com,17.24
Conservis Corporation,Other,Private,-,-,-,-,https://conservis.ag/farm-management-software-company/careers/,,conserviscorp.com,17.24
Cupcake Digital Inc.,Other,Private,-,50,-,-,https://www.cupcakedigital.com/contact/,,cupcakedigital.com,17.20042541
DAT/EM Systems International,Other,Private,1985,-,-,-,https://www.datem.com/,,datem.com,17.2
BlueSpace Federal,Software,Private,2006,-,-,-,http://www.bluespacetech.com/student_job.php,"Austin, Texas",bluespace.com,17.16
"Red Cedar Technology, Inc.",Software,Private,-,-,-,-,"https://www.glassdoor.com/Overview/Working-at-Red-Cedar-Technology-EI_IE278968.11,31.htm",,redcedartech.com,17.12
Encompass Technologies,Other,Private,-,-,-,-,https://www.encompass8.com/careers,,encompass8.com,17.12
"Financial Navigator, Inc",Software,Private,-,0,-,-,"https://www.glassdoor.com/Job/financial-navigator-jobs-SRCH_KO0,19.htm",,finnav.com,17.08
"Veramark Technologies, Inc.",Software,Public,-,0,13.2,561,https://www.indeed.com/cmp/Veramark-Technologies,,veramark.com,17.0400878
"Best Way Technologies, Inc.",Software,Private,-,-,-,-,https://www.glassdoor.com/Jobs/Bestway-Group-Jobs-E29820.htm,,bestwaytech.com,17.04
Persystent Suite,Software,Private,-,-,-,-,https://utopicsoftware.com/about-utopic/,,utopicsoftware.com,17.04
Phase2 International,Software,Private,-,-,-,-,https://www.phase2technology.com/careers,,phase2.com,16.96
Circle Commerce,Software,Private,-,-,-,-,https://circlecommerce.com/,,circlecommerce.com,16.92
TenAsys Corporation,Software,Private,2000,-,-,-,https://www.tenasys.com/contact_us/,,tenasys.com,16.92
CERTPOINT Systems Inc.,Software,Private,-,-,-,-,https://www.infor.com/about,,certpointsystems.com,16.92
Virsa Systems,Software,Private,-,-,-,-,http://virsa.com/,,virsa.com,16.92
Transzap.,"Software,Networking",Private,-,-,-,-,https://www.oildex.com/about/#about-careers,,transzap.com,16.88
Precision Manuals Development Group,Software,Private,-,8,-,-,https://pmdg.com/,,pmdg.com,16.72
"Semantic AI, Inc.",Software,Private,-,0,-,-,https://www.semantic-ai.com/careers,,semantic-ai.com,16.68
PeerStream,Software,Public,-,-,-,-,https://www.paltalk.com/careers,,peerstream.com,16.68
"Seismic Micro-Technology, Inc.",Software,Private,-,-,-,-,https://seismic.com/company/careers/,,seismicmicro.com,16.52
Octagon Systems,"Software,Electronics",Private,1981,-,-,-,https://www.octagoncareers.com/student,,octagonsystems.com,16.52
Vermont Information Processing,Software,Private,-,200,-,-,https://public.vtinfo.com/life-vip-careers/,,vtinfo.com,16.48170164
Enertia Software,Software,Private,-,-,-,-,https://www.enertia-software.com/careers,"Midland, Texas",enertia-software.com,16.36
"I/Gear, Inc.",Other,Private,-,-,-,-,https://www.igearonline.com/about,,igearonline.com,16.36
PumpLinx,Other,Private,-,-,-,-,https://www.simerics.com/pumplinx/,,simerics.com,16.32
BlueLink,Other,Private,2016,-,-,-,https://bluelink.org/about/,,bluelink.org,16.24
Campus Consortium,Other,Private,-,50,-,-,https://www.campusconsortium.org/,,campusconsortium.org,16.20042541
"UNICOM Government, Inc.(formerly GTSI Corp.)",Other,Private,-,-,-,-,https://www.unicomgov.com/about/,,unicomgov.com,16.2
OSI,"Software,Networking",Private,-,-,-,-,https://www.indeed.com/q-Objective-Systems-Integrators-jobs.html,,osi.com,16.16
Raz-Lee Security,Software,Private,-,-,-,-,https://www.razlee.com/company/careers/,,razlee.com,16.16
"NewBlue, Inc.",Software,Private,-,-,-,-,https://newbluefx.com/discounts/,,newblueinc.com,16.08
Firehole Composites,Consulting,Private,-,-,-,-,https://en.wikipedia.org/wiki/Firehole_Composites,,firehole.com,16
Magic Bytes LLC,"Software,Multimedia",Private,2017,-,-,-,https://magicbytes.com/developer,,magicbytes.com,15.92
"Quantapoint, Inc.",Software,Private,-,70,-,-,https://www.questintegrity.com/careers,,quantapoint.com,15.88059558
Contact Telecom,"Consulting,Networking",Private,-,-,-,-,http://contacttelecom.com/,"Manchester, New Hampshire Manchester New Hampshire NH",contacttelecom.com,15.76
"BlueWare, Inc.",Pharmaceuticals,Private,-,0,-,-,https://bluware.com/careers/,,bluewaregroup.com,15.76
"ProfitKey International, Inc.",Software,Private,-,-,-,-,https://www.profitkey.com/,,profitkey.com,15.68
Tactician Corporation,Software,Private,1988,-,-,-,http://www.tactician.com/,"Andover, Massachusetts",tactician.com,15.64
IntelliTrack,Software,Private,1989,-,-,-,https://intellitrack.com/about/,,intellitrack.com,15.52
"RazorThreat, Inc.","Consulting,Networking,Security",Private,-,-,-,-,http://www.razorthreat.com/contact.html,,razorthreat.com,15.52
Qterics,Consulting,Private,2003,-,-,-,http://qterics.com/about-company/,,qterics.com,15.44
NeuroDimension,Other,Private,1991,-,-,-,http://neurodimension.com/,,neurodimension.com,15.32
"Inner Four, Inc.",Software,Private,-,-,-,-,https://careers.insidehighered.com/,,innerfour.com,15.28
ClassRanked.com,"Software,Consulting",Private,-,-,-,-,https://classranked.com/AboutUs,,classranked.com,15.28
Bristol Technology Inc.,Other,Private,-,-,-,-,https://bristol.cttech.org/,,bristol.cttech.org,15.12
"Commvault Systems, Inc.","Software,Consulting",Public,1996,2300,711,-,https://careers.commvault.com/,,careers.commvault.com,15.06429841
MassTransit Enterprise,Other,Private,-,-,-,-,https://jobs.masstransitmag.com/,,jobs.masstransitmag.com,15
Mathematica (company),Other,Private,-,0,-,-,https://careers.mathematica.org/,,careers.mathematica.org,14.96
"Patton Design, Inc.",Other,Private,1983,-,-,-,https://www.patton.com/company/careers/,"Irvine, California",pattondesign.com,14.84
"GovBizConnect, Inc.",Software,Private,2015,-,-,-,http://govbizconnect.com/,,govbizconnect.com,14.8
RxAll Inc.,Software,Private,2016,-,-,-,https://www.rexall.ca/careers,United States,rxalldelivered.com,14.76
"Datatel, Inc.",Software,Private,2012,530,138,-,https://data-telinc.net/careers/,Virginia,data-telinc.net,14.32542732
UST Global,Other,Private,-,26000,-,-,https://ust.com/usa_careers,,ust.com,14.14121384
Sonic Solutions,Software,Public,1987,700,110,-,http://www.sonicsolutionsusa.com/contact.html,"Novato, CA",sonicsolutionsusa.com,14.04668746
