name,industry,type,founded,num_employees,revenue,stock price,student_careers_url
Jungo Connectivity Ltd.,Automotive IVI Multimedia Middleware Driver Development Embedded USB Stacks,Private,-1,-1,-1,-1.0,https://www.jungo.com/st/jc/jobs/
"Juniper Networks, Inc.",Networking hardware,Public,-1,9400,4410000000,20.510000228881836,https://careers.juniper.net/
"Justin.tv, Inc.",,,-1,-1,-1,-1.0,https://www.twitch.tv/jobs/
KXEN,,,-1,-1,-1,-1.0,https://www.mckinsey.com/careers/students
"Kadenze, Inc.",,Online education,-1,-1,-1,-1.0,https://www.kadenze.com/courses/careers-in-media-technology/info
Kaltura,Internet Video,Privately held,-1,450,-1,-1.0,https://corp.kaltura.com/company/careers/
Kamakura Corporation,Software,Closely held private company,-1,-1,-1,-1.0,http://www.kamakuraco.com/company/careers.aspx
"KANA Software, Inc.","Software,Computer software,Customer Service Management,Customer service management software,Customer relationship management,Customer relationship management software",Subsidiary,-1,350,100000000,-1.0,https://www.zippia.com/kana-software-careers-28371/
Kanjoya Inc.,"Human Capital Management,Sentiment Analysis",Privately Held Company,2006,-1,-1,-1.0,
Kareo,,Private,-1,-1,-1,-1.0,https://www.kareo.com/careers
Keap,"Small business,customer relationship management,Email marketing,E-commerce",Private,-1,650,100000000,-1.0,https://careers.state.gov/
Kemp,Technology,Private,-1,-1,-1,-1.0,https://kemptechnologies.com/life/
Kenandy Inc.,"Enterprise resource planning,Cloud computing",,2010,-1,-1,-1.0,https://www.kenandy.com/careers/
"Kerio Technologies, Inc.","Information technology,Software,Network security",Private,-1,200,-1,-1.0,http://www.kerio.com/company/careers
KeyedIn Solutions,Software,,-1,-1,-1,-1.0,https://www.keyedin.com/company/careers/
Keynote Systems,"Software,Computer software",Private,-1,-1,-1,-1.0,"https://www.indeed.com/cmp/Keynote-Systems,-Inc.-1"
Kinetic theTechnologyAgency,Software,Private,-1,-1,-1,-1.0,https://kineticww.com/us/careers/
Kinetica,,,-1,-1,-1,-1.0,https://www.kinetica.com/careers/
Kineto Wireless,"Mobile Telecommunications,Software and hardware",Private,-1,-1,-1,-1.0,https://www.indeed.com/cmp/Kineto-Wireless
Kinoma,Software engineering,Private,-1,15,-1,-1.0,https://www.marvell.com/company/newsroom/marvells-kinoma-create-the-javascript-powered-iot-construction-kit-gives-developers-a-connected-device-prototyping-platform-for-the-modern-era.html
Kiswe,"Video production,sports media,broadcasting",Private,-1,-1,-1,-1.0,https://www.kiswe.com/pages/careers
"Knewton, Inc.",Education Technology,Private,-1,150,-1,-1.0,https://www.knewton.com/
Knight Security Systems,Security,Private,-1,-1,-1,-1.0,https://knightsecurity.com/company/careers
"Kno, Inc.",E-learning,Subsidiary of ,-1,-1,-1,-1.0,
Knoa Software,"Software,Information Technology",Private,-1,-1,-1,-1.0,https://www.knoa.com/careers/
Knowland,web-based software,,-1,-1,-1,-1.0,https://www.knowland.com/careers/
Kofax Inc.,Computer software,Subsidiary,-1,1381,100000000,-1.0,https://www.kofax.com/About/our-company/careers
Koombea,Software development mobile development IoT,Private,-1,-1,-1,-1.0,https://www.koombea.com/careers/
Kronos Incorporated,,Private,1977,6000,1433000000,-1.0,https://www.kronos.com/about-us/careers
Kulabyte Corporation,"Video,encoding,technology",Acquired by ,-1,-1,-1,-1.0,
Kurzweil Education (formerly Kurzweil Educational Systems),Assistive Technology Software,software,-1,-1,-1,-1.0,https://www.kurzweiledu.com/about-kurzweil/careers.html
Kx Systems,Software,Private,1993,-1,-1,-1.0,https://kx.com/about/careers/
"LEAD Technologies, inc.","Computer services,Software services",Private,-1,-1,-1,-1.0,https://www.leadtools.com/corporate/careers
LECO Corporation,,,-1,-1,-1,-1.0,https://www.leco.com/about-us/employment
LSS Data Systems,Electronic Health Records,Private,-1,200,-1,-1.0,https://www.adsc.com/careers
LabWare,Software,,-1,-1,-1,-1.0,https://www.accenture.com/us-en/careers/jobdetails?id=00830723_en
Lagan Technologies,Government CRM,Private,-1,300,-1,-1.0,https://www.langan.com/careers
Language Computer Corporation,"Software,Research and development,Natural Language Processing",Private,-1,12,-1,-1.0,http://www.languagecomputer.com/careers.html
Latigent LLC,"Business Intelligence,software and services",Division,-1,-1,-1,-1.0,
"Lattice Engines, Inc.",Internet Marketing,Private,-1,-1,-1,-1.0,https://www.lattice-engines.com/about-us/careers
Lavastorm,"Analytics,Business Intelligence,Web development",Private,-1,-1,-1,-1.0,https://www.tableau.com/about/blog/Lavastorm-Analytics
"Leadspace, Inc.",Software as a service,Private,-1,-1,-1,-1.0,https://www.leadspace.com/careers/
Learn.com Inc.,Computer Software,Private,-1,-1,-1,-1.0,https://www.learning.com/about/careers/
Learning Tree International,Corporate Training,,1974,-1,-1,-1.0,https://www.learningtree.com/careers/
Letgo,"Marketplace,Application software",Online classifieds,-1,-1,-1,-1.0,https://we.letgo.com/careers
Lever,,,2012,-1,-1,-1.0,https://www.lever.co/careers/
"Levi, Ray & Shoup, Inc.",Computer software,Privately held,-1,630,-1,-1.0,https://jobs.lrs.com/
"LightSurf Technologies, Inc.",Wireless,"1998-2005: Private<br/>
2005-2009: Subsidiary of ",-1,-1,-1,-1.0,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/
Lightspeed Systems,,,-1,-1,-1,-1.0,https://www.lightspeedsystems.com/company/careers/
Limnu,,,-1,-1,-1,-1.0,https://limnu.com/
"LinguaSys, Inc.",software,,2010,-1,-1,-1.0,https://joinhandshake.com/
Linkabit,technology,,1986,-1,-1,-1.0,http://www2.l3t.com/linkabit/careers/redesign.htm
"Lionbridge Technologies, Inc.","Language localization,Software testing,E-learning",Privately held company,-1,6000,-1,-1.0,https://www.lionbridge.com/join-our-team/
LiquidPlanner,,,-1,-1,-1,-1.0,https://www.liquidplanner.com/blog/category/careers/
Ramallah,,Municipality type A (City),-1,-1,-1,-1.0,https://careerservices.upenn.edu/
"LivePerson, Inc.",Internet,,-1,1341,291600000,-1.0,https://www.liveperson.com/company/careers/
"LiveRamp Holdings, Inc.","Data connectivity,Data onboarding,Identity resolution",Public,-1,-1,-1,71.44000244140625,https://liveramp.com/careers/new-grads-and-internships/
LiveText Inc.,Computer software,Incorporation,-1,-1,-1,-1.0,https://www.livetext.com/
Livefyre,,Hosted ,-1,-1,-1,-1.0,https://www.adobe.com/careers.html
"Livescribe, Inc.",,Private,-1,100,-1,-1.0,https://www.livescribe.com/jobs/
Local Matters,software,Privately held company,2005,-1,-1,-1.0,https://www.local-matters.org/jobs-internships
"Lockpath, Inc",Security Management Governance Risk Compliance,Subsidiary of Navex Global,-1,-1,-1,-1.0,https://www.crowe.com/careers/students
Locus Technologies,Enterprise software,Private,-1,-1,-1,-1.0,https://www.locustec.com/company/careers/
LogDNA,Enterprise software,Private,-1,-1,-1,-1.0,https://logdna.com/culture-and-career/
"LogMeIn, Inc.","software,Computer software",Private,2003,0,1262000000,-1.0,https://www.logmeininc.com/careers
Loggly,"Computer software,Enterprise software,log management and intelligence",Subsidiary,-1,-1,-1,-1.0,https://www.loggly.com/about/careers/
"Logi Analytics, Inc","Business Intelligence,Business Analytics,Data discovery,Embedded analytics","Privately owned, Venture Capital funded",-1,-1,-1,-1.0,https://www.logianalytics.com/company/careers/
Looker,"Computer software,Enterprise Software",Privately held company,-1,500,-1,-1.0,https://looker.com/blog/interns-of-looker
Looksery,"Software,Photography",Subsidiary,-1,45,-1,-1.0,https://joinhandshake.com/
Lotus Software,Computer software,Subsidiary,-1,-1,-1,-1.0,https://www.lotuscars.com/en-US/jobs-and-careers-at-lotus
LucidEra,On-demand software,Private,-1,-1,-1,-1.0,
Lucidworks Inc.,"Enterprise search,Internet search,Information technology,Information access,Open source software",Private,-1,200,-1,-1.0,https://lucidworks.com/careers/opportunities/
LumenVox,Telecommunications,Private,-1,-1,-1,-1.0,https://www.lumenvox.com/careers/
Ivanti,IT Security and Systems Management Software,Private,-1,-1,-1,-1.0,https://www.dhs.gov/homeland-security-careers/student-and-recent-grads
"Luminex Software, Inc.",Mainframe connectivity storage and data protection,,-1,-1,-1,-1.0,https://www.luminexcorp.com/open-positions/
LunarG,"Software industry,computer graphics",,2009,-1,-1,-1.0,https://www.mckinsey.com/careers/students
MODO (software),,,-1,-1,-1,-1.0,
"Lynx Software Technologies, Inc",Embedded software,Private,-1,-1,-1,-1.0,https://www.lynx.com/careers
"M3D, LLC",Digital printing,Private,-1,25,-1,-1.0,https://careers.stratasys.com/
mLab,Software Cloud Databases,,-1,-1,-1,-1.0,https://mlab.com/
"MRI Software, LLC","Software,Cloud computing,Professional Services",Private,-1,2000,-1,-1.0,https://www.mrisoftware.com/about/careers/
MadCap Software,Computer software,Private,-1,-1,-1,-1.0,https://www.madcapsoftware.com/company/careers/
Magaya Corporation,"Software,for the,Logistics,Logistics Industry",,2001,-1,-1,-1.0,https://www.magaya.com/careers/
Magento,,,-1,-1,-1,-1.0,https://www.adobe.com/careers.html
Magic Bytes LLC,"Software development,industry,Video game industry",Privately held company,2017,-1,-1,-1.0,https://byteback.org/careers/
"Magic Leap, Inc.",,,-1,-1,-1,-1.0,https://www.magicleap.com/careers
"Magic Solutions, Inc.",Computer software,Private,-1,-1,-1,-1.0,https://www.magicleap.com/careers
"Magoosh, Inc.","Education,Internet",Educational Technology,-1,-1,-1,-1.0,https://magoosh.com/careers/
MailRoute Inc.,software,privately held,2003,-1,-1,-1.0,https://www.wayup.com/
Malwarebytes Inc.,"Software,Computer software,Computer security software,Security software",Privately held company,2008,800,-1,-1.0,https://jobs.malwarebytes.com/
Manomio,"retro gaming,software",,2008,-1,-1,-1.0,
"MapR Technologies, Inc.",Business software,,-1,-1,-1,-1.0,https://mapr.agency/careers/
Maponics,Location-based Data,Privately held company,-1,-1,-1,-1.0,
Marathon Technologies,Software,Private,-1,-1,-1,-1.0,https://www.marathonpetroleum.com/Jobs/
Marin Software,"SaaS,Online advertising",Public,-1,500,58600000,2.5899999141693115,https://www.marinsoftware.com/about-us/careers/current-openings
"Mariner Software, Inc.",Computer software,Private,-1,-1,-1,-1.0,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/
MarkLogic Corporation,Software,Private,2001,-1,-1,-1.0,https://www.marklogic.com/company/careers/
"Marketo, Inc.",Marketing software,Subsidiary,-1,-1,-1,-1.0,https://www.marketo.com/education/
MartianCraft,Software,Private,-1,51,-1,-1.0,https://martiancraft.com/careers.html
Masergy Communications,Software,,-1,700,300000000,-1.0,https://www.masergy.com/careers
MassTransit Enterprise,,,-1,-1,-1,-1.0,https://careers.enterprise.com/internships
CNC Software/Mastercam,,,-1,-1,-1,-1.0,https://www.mastercam.com/company/careers/
"The MathWorks, Inc.",Mathematical computing software,Private,-1,5000,1050000000,-1.0,https://www.mathworks.com/company/jobs/students.html
Mathsoft,,,-1,-1,-1,-1.0,
"Matroid, Inc.",Computer Vision,Private,-1,-1,-1,-1.0,https://angel.co/company/matroid
Mavenir,Telecommunications software,Private,-1,3300,-1,-1.0,https://jindal.utdallas.edu/internship-stories/1599
"Maverick Technologies Holdings, LLC",Automation,LLC,-1,500,-1,-1.0,https://www.mavtechglobal.com/careers/university-recruitment/internship/
McAfee Corp.,Computer software,Public,-1,6768,2600000000,22.979999542236328,https://careers.mcafee.com/
"McLane Advanced Technologies, LLC",Information Technology,Private,-1,-1,-1,-1.0,https://mclaneat.com/careers/
"Medallia, Inc.",Customer Experience,Public,-1,1500,-1,29.670000076293945,https://www.medallia.com/careers/
"MedAssets, Inc",Health Care Technology,Public,-1,3400,-1,110.33999633789062,https://www.nthrive.com/careers/
MediNotes Corporation,"Electronic medical records,computer software,publishing",Private,-1,-1,-1,-1.0,
"MediaDefender, Inc.",Copyright enforcement,,-1,-1,-1,-1.0,https://www.mckinsey.com/careers/students
"Mediapolis, Inc.",Web engineering,,-1,-1,-1,-1.0,http://www.meposchools.org/programs/mediapolis-community-school-counseling-offices/high-school-counseling/financial-aid-and-scholarship-information/list-of-scholarships-currently-available-in-the-counseling-office/
"Medidata Solutions, Inc.","Clinical development,technology,Computer software,Software as a service",Private,-1,1998,636000000,-1.0,https://www.medidata.com/en/careers/
"Medical Information Technology, Inc.",Health informatics,Private company,-1,-1,493800000,-1.0,https://ehr.meditech.com/careers/college-to-career
Meebo,,,2005,-1,-1,-1.0,
Meridian Knowledge Solutions,Software,Private,-1,200,-1,-1.0,https://www.meridianks.com/careers/
Meridian Systems,Computer software,Wholly owned subsidiary,-1,-1,-1,-1.0,https://meridiancc.edu/programs/student_support/career_testing_center/job_openings/index.html
"Merrick Systems, Inc.","Energy,Software",Incorporated,-1,50,-1,-1.0,https://www.merrick.com/careers/
Meta SaaS,Software,Private,-1,-1,-1,-1.0,https://angel.co/company/metasaas/jobs?src=rec
MetaCarta,,Private,-1,-1,-1,-1.0,
MetaCreations,,Software Developer,-1,-1,-1,-1.0,
"MetaMatrix, Inc.",Software,Private,-1,97,-1,-1.0,https://metametricsinc.com/about-us/careers/
Metalogix Software,Computer software,Privately held company,-1,-1,-1,-1.0,https://www.indeed.com/cmp/Metalogix-Software-Corporation/reviews
Metreos Corporation,"Computer software,Internet telephony",Subsidiary,-1,-1,-1,-1.0,https://www.mckinsey.com/careers/students
Mformation Software Technologies LLC.,"Internet of Things,Device Management",Acquired by ,-1,-1,-1,-1.0,https://www.bls.gov/k12/students/
Mi-Case,software,,2006,-1,-1,-1.0,https://courts.michigan.gov/Administration/jobs/Pages/default.aspx
Mi9 Retail,Computer software,Private,-1,-1,-1,-1.0,https://mi9retail.com/about-us/careers/
MiMedia,,,-1,-1,-1,-1.0,https://angel.co/company/mimedia/jobs
MicroStrategy Incorporated,"Business intelligence,and mobile software",Public,-1,2396,486000000,181.67999267578125,https://www.microstrategy.com/en/careers
Micromuse Inc.,Software,,-1,-1,-1,-1.0,https://studentemployment.umich.edu/
Microport,Software Development,Private,1985,-1,-1,-1.0,
Microsoft Corporation,"Software development,Computer hardware,Consumer electronics,Social networking service,Cloud computing,Video game industry,Video games,Internet,Corporate venture capital",Public,1975,0,143000000000,223.2899932861328,https://careers.microsoft.com/us/en/
GE MDS / MDS / Microwave Data Systems,RF Communications,Wireless communications,-1,-1,-1,-1.0,
"MindFire, Inc","Computer software,Marketing",Private,-1,-1,-1,-1.0,
MindTouch Responsive,,,-1,-1,-1,-1.0,
Mindbody Inc.,Software as a service,Private,2001,1350,139000000,-1.0,
Mindgrub Technologies,,,2002,-1,-1,-1.0,
"Mirror Worlds Technologies, Inc.",software,,-1,-1,-1,-1.0,
Mitchell 1,Automotive aftermarket,Private,-1,-1,-1,-1.0,
"Mitchell International, Inc.",Software,Private,-1,1700,-1,-1.0,
Mitro,,,-1,-1,-1,-1.0,
"Miva, Inc.",Ecommerce Software,,-1,-1,-1,-1.0,
Mixamo Inc.,Interactive entertainment,Corporation,-1,20,-1,-1.0,
Mixer,,Streaming video service,-1,-1,-1,-1.0,
MobileIron,"Mobile Security,Unified Endpoint Management,Enterprise Mobility Management,Mobile Device Management",Public,2007,959,205000000,7.019999980926514,
Mocana Corporation,digital security,,2002,-1,-1,-1.0,
MocoSpace,Internet,,-1,-1,-1,-1.0,
"Model N, Inc.",,Public,-1,830,154000000,36.099998474121094,
Modernizing Medicine,Software,Privately held company,2010,-1,-1,-1.0,
Modular Mining,"Mining,Software,Computer Software,Personal computer hardware,Computer Hardware",Subsidiary,-1,800,-1,-1.0,
MonDevices,Technology,,2014,-1,-1,-1.0,
"Monetate, Inc.","Software Industry,Software,Web optimization,Website Optimization",Private,-1,220,-1,-1.0,
MongoDB Inc.,Software,Public,2007,2000,-1,253.14999389648438,
MontaVista Software.,"Internet,Software",,-1,250,-1,-1.0,
Moog Incorporated,"Aerospace engineering,Aerospace,Defense,Defense,Automation,Industrial Automation,Motion control,Motion Control",Public,-1,10976,-1,37.220001220703125,
Moonit LLC,Internet,,-1,-1,-1,-1.0,
Moovweb,Platform as a Service Serverless Computing Cloud Computing,,2009,-1,-1,-1.0,
MorphThing,"Morphing,Application",,-1,-1,-1,-1.0,
"Motus, LLC",,Private Company,-1,204,78120000,-1.0,
"Moxie Software, Inc.","Enterprise social software,CRM software,Software as a service",Corporation,-1,220,-1,-1.0,
Mozilla Corporation,Software,Subsidiary,2005,0,450900000,-1.0,
"MuleSoft, LLC.","Computer software,SaaS,Open source software",Subsidiary,-1,0,296460000,-1.0,
MulticoreWare Inc.,"Software,Products & Services",Private,-1,250,-1,-1.0,
Music Wizard Group,Software,Subsidiary,-1,-1,-1,-1.0,
N.F. Smith & Associates,Electronics,Privately held,-1,475,-1,-1.0,
nCino,Banking Software,Public,-1,934,-1,-1.0,
